0,1,2,3,4,5,6,7,8,9,10
5,3,61,0,16.6,66,39.6,39.6,39.6,39.6,94
5,3,62,0,16.6,66,39.6,39.6,39.6,39.6,93
5,3,63,0,16.6,60,36,36,36,36,92
5,3,64,0,16.5,51,30.6,30.6,30.6,30.6,92
5,3,65,0,16.1,38,22.8,22.8,22.8,22.8,92
5,3,66,0,15.7,24,14.4,14.4,14.4,14.4,92
5,3,67,0,15.4,11,6.6,6.6,6.6,6.6,92
5,3,68,0,15.2,0,0,0,0,0,93
5,3,69,0,15.3,0,0,0,0,0,93
5,3,70,0,15.4,0,0,0,0,0,93
5,3,71,0,15.4,0,0,0,0,0,93
5,4,72,0,15.4,0,0,0,0,0,93
5,4,73,0,15.3,0,0,0,0,0,92
5,4,74,0,15.2,0,0,0,0,0,92
5,4,75,0,15,0,0,0,0,0,92
5,4,76,0,14.8,0,0,0,0,0,92
5,4,77,0,14.7,0,0,0,0,0,92
5,4,78,0,14.6,0,0,0,0,0,92
5,4,79,0,14.7,9.72,188.3139404,60.81841874,3.472,3.472,91
5,4,80,0,14.9,120.27,299.4485644,87.11551787,38.527,38.527,89
5,4,81,0,15.2,170,102,102,102,102,87
5,4,82,0,15.7,424.27,423.0537889,143.7405006,128.427,128.427,84
5,4,83,0,16.4,349,209.4,209.4,209.4,209.4,79
5,4,84,0,17.3,695.81,372.9859266,289.065967,204.581,204.581,75
5,4,85,0,18.3,449,269.4,269.4,269.4,269.4,71
5,4,86,0,19.5,782.41,224.241,330.8064693,291.3664021,224.241,67
5,4,87,0,20.9,891.69,207.169,336.1049256,477.2385565,207.169,65
5,4,88,0,21.9,634.3,175.43,236.5139411,479.578838,175.43,64
5,4,89,0,21.8,528.29,126.829,147.1251552,582.9155476,126.829,64
5,4,90,0,21.4,291.75,76.675,107.065214,468.6217557,76.675,66
5,4,91,0,20.8,50,30,30,30,30,68
5,4,92,0,20.3,4,2.4,2.4,2.4,2.4,71
5,4,93,0,19.7,0,0,0,0,0,74
5,4,94,0,19.2,0,0,0,0,0,77
5,4,95,0,18.9,0,0,0,0,0,80
5,5,96,0,18.6,0,0,0,0,0,84
5,5,97,0,18.3,0,0,0,0,0,87
5,5,98,0,18,0,0,0,0,0,90
5,5,99,0,17.6,0,0,0,0,0,92
5,5,100,0,17.2,0,0,0,0,0,94
5,5,101,0,16.9,0,0,0,0,0,96
5,5,102,0,16.7,0,0,0,0,0,96
5,5,103,0,17.1,13.2,154.7795673,52.7724846,5.82,5.82,96
5,5,104,0,18,66,39.6,39.6,39.6,39.6,94
5,5,105,0,19,136,81.6,81.6,81.6,81.6,90
5,5,106,0,19.6,477.11,422.9902536,194.178491,183.211,183.211,85
5,5,107,0,20.1,641.31,446.5916806,284.5454891,243.131,243.131,78
5,5,108,0,20.5,330,198,198,198,198,72
5,5,109,0,21.2,357,214.2,214.2,214.2,214.2,66
5,5,110,0,22.3,859.54,315.954,400.5991112,370.4984325,315.954,62
