,room1_value_on,room1_value_off,room3_value_on,room3_value_off,room5_value_on,room5_value_off,room1_on/off,room3_on/off,room5_on/off
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,0.14528174698352814,0.0,0.18494728207588196,0.0,0.24523088335990906,0.0,1.0,1.0,1.0
145,0.13396862149238586,0.0,0.18753919005393982,0.0,0.2712233066558838,0.0,1.0,1.0,1.0
146,0.1342150866985321,0.0,0.1878809928894043,0.0,0.2720346748828888,0.0,1.0,1.0,1.0
147,0.132369264960289,0.0,0.1858087182044983,0.0,0.2646124064922333,0.0,1.0,1.0,1.0
148,0.12960916757583618,0.0,0.18142442405223846,0.0,0.25262418389320374,0.0,1.0,1.0,1.0
149,0.12653863430023193,0.0,0.17726296186447144,0.0,0.24550780653953552,0.0,1.0,1.0,1.0
150,0.1253114640712738,0.0,0.17613963782787323,0.0,0.24193310737609863,0.0,1.0,1.0,1.0
151,0.3048015236854553,0.0,0.2926788330078125,0.0,-0.007578923366963863,0.0,1.0,1.0,1.0
152,0.3251744210720062,0.0,0.31956881284713745,0.0,-0.10228562355041504,0.0,1.0,1.0,1.0
153,0.3267627954483032,0.0,0.3204375207424164,0.0,-0.10030761361122131,0.0,1.0,1.0,1.0
154,0.3279697299003601,0.0,0.3233032524585724,0.0,-0.0991910845041275,0.0,1.0,1.0,1.0
155,0.33037513494491577,0.0,0.32714372873306274,0.0,-0.09968844056129456,0.0,1.0,1.0,1.0
156,0.33244597911834717,0.0,0.33062511682510376,0.0,-0.09488295018672943,0.0,1.0,1.0,1.0
157,0.33485448360443115,0.0,0.3352327346801758,0.0,-0.09305156022310257,0.0,1.0,1.0,1.0
158,0.3368892967700958,0.0,0.33808156847953796,0.0,-0.08655035495758057,0.0,1.0,1.0,1.0
159,0.3378767669200897,0.0,0.3392883539199829,0.0,-0.07732311636209488,0.0,1.0,1.0,1.0
160,0.3379226624965668,0.0,0.33950263261795044,0.0,-0.07083505392074585,0.0,1.0,1.0,1.0
161,0.33594009280204773,0.0,0.3375621438026428,0.0,-0.07218335568904877,0.0,1.0,1.0,1.0
162,0.33267417550086975,0.0,0.3338637948036194,0.0,-0.07387812435626984,0.0,1.0,1.0,1.0
163,0.3291376829147339,0.0,0.32950249314308167,0.0,-0.07964476943016052,0.0,1.0,1.0,1.0
164,0.16481450200080872,0.0,0.16262610256671906,0.0,0.29232800006866455,0.0,1.0,1.0,1.0
165,0.10312855243682861,0.0,0.09338034689426422,0.0,0.3027350902557373,0.0,1.0,1.0,1.0
166,0.10479068756103516,0.0,0.08520150184631348,0.0,0.2956657409667969,0.0,1.0,1.0,1.0
167,0.1148185133934021,0.0,0.17053702473640442,0.0,0.28704601526260376,0.0,1.0,1.0,1.0
168,0.11691680550575256,0.0,0.1656552255153656,0.0,0.27775317430496216,0.0,1.0,1.0,1.0
169,0.11691448092460632,0.0,0.1606561243534088,0.0,0.2694764733314514,0.0,1.0,1.0,1.0
170,0.11745475232601166,0.0,0.15748700499534607,0.0,0.25800621509552,0.0,1.0,1.0,1.0
171,0.11726157367229462,0.0,0.15433089435100555,0.0,0.24412909150123596,0.0,1.0,1.0,1.0
172,0.11784262955188751,0.0,0.1503741443157196,0.0,0.22936293482780457,0.0,1.0,1.0,1.0
173,0.12698861956596375,0.0,0.14759278297424316,0.0,0.21845772862434387,0.0,1.0,1.0,1.0
174,0.12666912376880646,0.0,0.14757207036018372,0.0,0.2185247838497162,0.0,1.0,1.0,1.0
175,0.30350393056869507,0.0,0.2817765772342682,0.0,-0.028184179216623306,0.0,1.0,1.0,1.0
176,0.32262688875198364,0.0,0.31048834323883057,0.0,-0.11527828872203827,0.0,1.0,1.0,1.0
177,0.3252878785133362,0.0,0.3135078549385071,0.0,-0.09544931352138519,0.0,1.0,1.0,1.0
178,0.3284444510936737,0.0,0.32147425413131714,0.0,-0.0839942991733551,0.0,1.0,1.0,1.0
179,0.33299967646598816,0.0,0.3309209942817688,0.0,-0.08300283551216125,0.0,1.0,1.0,1.0
180,0.3378693461418152,0.0,0.3390657603740692,0.0,-0.08431421965360641,0.0,1.0,1.0,1.0
181,0.34035277366638184,0.0,0.34451955556869507,0.0,-0.09214118868112564,0.0,1.0,1.0,1.0
182,0.3413775563240051,0.0,0.348235547542572,0.0,-0.10422390699386597,0.0,1.0,1.0,1.0
183,0.3417236804962158,0.0,0.35327085852622986,0.0,-0.10612361133098602,0.0,1.0,1.0,1.0
184,0.34009647369384766,0.0,0.3562237620353699,0.0,-0.10786724090576172,0.0,1.0,1.0,1.0
185,0.3353695869445801,0.0,0.346486896276474,0.0,-0.12508761882781982,0.0,1.0,1.0,1.0
186,0.3323241174221039,0.0,0.33914995193481445,0.0,-0.12753088772296906,0.0,1.0,1.0,1.0
187,0.3274202346801758,0.0,0.3314950466156006,0.0,-0.12235365808010101,0.0,1.0,1.0,1.0
188,0.16432513296604156,0.0,0.162652850151062,0.0,0.26710429787635803,0.0,1.0,1.0,1.0
189,0.11209194362163544,0.0,0.09464412927627563,0.0,0.2864570617675781,0.0,1.0,1.0,1.0
190,0.11936793476343155,0.0,0.09060883522033691,0.0,0.27903732657432556,0.0,1.0,1.0,1.0
191,0.13055743277072906,0.0,0.1767854243516922,0.0,0.25982555747032166,0.0,1.0,1.0,1.0
192,0.13017494976520538,0.0,0.17021425068378448,0.0,0.2349957823753357,0.0,1.0,1.0,1.0
193,0.13993409276008606,0.0,0.16665048897266388,0.0,0.20676279067993164,0.0,1.0,1.0,1.0
194,0.15046563744544983,0.0,0.1687152087688446,0.0,0.14167262613773346,0.0,1.0,1.0,1.0
195,0.16859650611877441,0.0,0.17742103338241577,0.0,0.08889858424663544,0.0,1.0,1.0,1.0
196,0.1836484670639038,0.0,0.1804637610912323,0.0,0.04731820151209831,0.0,1.0,1.0,0.0
197,0.19468781352043152,0.0,0.18136295676231384,0.0,0.013824007473886013,0.0,1.0,1.0,0.0
198,0.20620059967041016,0.0,0.17778345942497253,0.0,-0.011475864797830582,0.0,1.0,1.0,0.0
199,0.27455294132232666,0.0,0.21208186447620392,0.0,-0.057997241616249084,0.0,0.0,0.0,1.0
200,0.2217775136232376,0.0,0.07192404568195343,0.0,-0.1288755238056183,0.0,0.0,0.0,1.0
201,0.2102748453617096,0.0,0.03175723925232887,0.0,-0.12290981411933899,0.0,0.0,0.0,1.0
202,0.19424676895141602,0.0,0.0012196003226563334,0.0,-0.12271229177713394,0.0,0.0,0.0,1.0
203,0.1788286715745926,0.0,-0.029599539935588837,0.0,-0.12225725501775742,0.0,0.0,0.0,1.0
204,0.16113823652267456,0.0,-0.06956644356250763,0.0,-0.12151925265789032,0.0,0.0,0.0,1.0
205,0.1455341875553131,0.0,-0.10248012840747833,0.0,-0.11894669383764267,0.0,0.0,0.0,1.0
206,0.12939409911632538,0.0,-0.12802556157112122,0.0,-0.11997832357883453,0.0,0.0,0.0,1.0
207,0.10953383147716522,0.0,-0.15831582248210907,0.0,-0.1240265816450119,0.0,0.0,0.0,1.0
208,0.07923959195613861,0.0,-0.20420530438423157,0.0,-0.125703364610672,0.0,0.0,0.0,1.0
209,0.04617585614323616,0.0,-0.2556224465370178,0.0,-0.1284647285938263,0.0,0.0,0.0,1.0
210,0.012665941379964352,0.0,-0.30896082520484924,0.0,-0.1305936574935913,0.0,0.0,0.0,1.0
211,0.1229737251996994,0.0,-0.2258661836385727,0.0,-0.13196173310279846,0.0,0.0,0.0,1.0
212,0.18473762273788452,0.0,-0.23352085053920746,0.0,-0.2610480487346649,0.0,0.0,0.0,0.0
213,0.1747893989086151,0.0,-0.2556729316711426,0.0,-0.29808342456817627,0.0,0.0,0.0,0.0
214,0.15740835666656494,0.0,-0.28163284063339233,0.0,-0.3262263536453247,0.0,0.0,0.0,0.0
215,0.13993267714977264,0.0,-0.30830666422843933,0.0,-0.35259777307510376,0.0,0.0,0.0,0.0
216,0.11975926905870438,0.0,-0.3391234576702118,0.0,-0.3820505440235138,0.0,0.0,0.0,0.0
217,0.0987892746925354,0.0,-0.370845764875412,0.0,-0.4118240475654602,0.0,0.0,0.0,0.0
218,0.07455318421125412,0.0,-0.4068185091018677,0.0,-0.4452229142189026,0.0,0.0,0.0,0.0
219,0.04920285567641258,0.0,-0.44387286901474,0.0,-0.47922468185424805,0.0,0.0,0.0,0.0
220,0.02577664703130722,0.0,-0.4776049256324768,0.0,-0.5098284482955933,0.0,0.0,0.0,0.0
221,0.0022711153142154217,0.0,-0.5108755230903625,0.0,-0.5399234294891357,0.0,0.0,0.0,0.0
222,-0.016133779659867287,0.0,-0.536361575126648,0.0,-0.5624532103538513,0.0,0.0,0.0,0.0
223,-0.09279440343379974,0.0,-0.5583017468452454,0.0,-0.23139402270317078,0.0,0.0,0.0,1.0
224,-0.2045840620994568,0.0,-0.6532194018363953,0.0,-0.16516178846359253,0.0,0.0,0.0,1.0
225,-0.18799275159835815,0.0,-0.5265505909919739,0.0,-0.1263687163591385,0.0,0.0,0.0,1.0
226,-0.1388532817363739,0.0,-0.539376974105835,0.0,-0.13495762646198273,0.0,0.0,0.0,1.0
227,-0.06863880157470703,0.0,-0.4781627655029297,0.0,-0.12330317497253418,0.0,0.0,0.0,1.0
228,-0.012330402620136738,0.0,-0.4924149513244629,0.0,-0.1141720712184906,0.0,0.0,0.0,1.0
229,0.07307779043912888,0.0,-0.4598998725414276,0.0,-0.10684600472450256,0.0,0.0,0.0,1.0
230,0.15823058784008026,0.0,-0.369979590177536,0.0,-0.0907970443367958,0.0,0.0,0.0,1.0
231,0.20152592658996582,0.0,-0.29448193311691284,0.0,-0.07574869692325592,0.0,0.0,0.0,1.0
232,0.20015399158000946,0.0,-0.2788272798061371,0.0,-0.06827099621295929,0.0,0.0,0.0,1.0
233,0.1878768801689148,0.0,-0.2976105213165283,0.0,-0.06875613331794739,0.0,0.0,0.0,1.0
234,0.1453559696674347,0.0,-0.3523336946964264,0.0,-0.07352840155363083,0.0,0.0,0.0,1.0
235,0.22860579192638397,0.0,-0.26085975766181946,0.0,-0.08358559012413025,0.0,0.0,0.0,1.0
236,0.15481919050216675,0.0,-0.27627474069595337,0.0,-0.1550150066614151,0.0,1.0,0.0,0.0
237,0.10956624895334244,0.0,-0.3001546561717987,0.0,-0.1976708471775055,0.0,1.0,0.0,0.0
238,0.12575003504753113,0.0,-0.3233090937137604,0.0,-0.2292519211769104,0.0,1.0,0.0,0.0
239,0.14402225613594055,0.0,-0.35073986649513245,0.0,-0.2595672607421875,0.0,1.0,0.0,0.0
