,action_room1,action_room3,action_room5
0,25.542874254307243,25.651296015828848,26.75362168198824
1,25.511975486725568,25.65838581509888,26.662607222259044
2,25.512650271840393,25.659320509061217,26.676762625038624
3,25.507607685364782,25.653651900589466,26.68912577575445
4,25.500072133690118,25.641660325229168,26.691475144982338
5,25.49168954320252,25.630279555916786,26.68009839898348
6,25.48834003970027,25.627207197248936,26.67509429103136
7,26.358399791166185,26.276909600406885,25.1259989554286
8,26.495509024232625,26.457761018931865,24.867805651597678
9,26.50620521557331,26.463611458823085,24.87320166940242
10,26.514333046495913,26.48290681785345,24.876246859528123
11,26.530539992719888,26.508769828289747,24.874889751173555
12,26.544491949945687,26.53222161105275,24.887999556235968
13,26.5607223431468,26.563271309643984,24.892994927451014
14,26.574436310201882,26.582473422795534,24.91072776003182
15,26.581093195348977,26.590609579741955,24.935892669692635
16,26.581405829161405,26.59205526804924,24.953583095431327
17,26.568039621680974,26.578974559366703,24.949906356841325
18,26.546029749780892,26.554046008199453,24.945286497682332
19,26.522200982540845,26.52465787103772,24.92955895720422
20,25.596245340898633,25.59026269735396,26.470963236942886
21,25.42780129042268,25.401206865251066,26.694993856430052
22,25.43233638060093,25.378900329858066,26.68658421474695
23,25.459700076803564,25.61188954859972,26.678532547712326
24,25.465426710397004,25.598543290048838,26.66358674263954
25,25.46542116716504,25.584879491478205,26.665419808983803
26,25.466894241943955,25.576218649744987,26.666344701707363
27,25.46636723257601,25.567595448344946,26.654493696451187
28,25.46795523442328,25.556782737374306,26.63952641135454
29,25.492917508780955,25.549184776842594,26.620296269118786
30,25.4920465452224,25.54913030564785,26.604689232468605
31,26.349675861641764,26.20367623066902,25.06984574741125
32,26.47835239161551,26.396652142330073,24.832350841000675
33,26.496270536899566,26.41696882753074,24.88645286040753
34,26.517531580746173,26.470592444226146,24.91769876538217
35,26.54822237741947,26.53421526348591,24.920403186440467
36,26.58104256865382,26.589111454248428,24.91682604162395
37,26.597785833746194,26.625884785711765,24.895476529583334
38,26.604696198821067,26.650948553740978,24.862516276048495
39,26.607028357207774,26.68492657637596,24.857333580473437
40,26.59605846878886,26.704861536085605,24.852574635331052
41,26.56419509974122,26.639154880702495,24.805576508142053
42,26.54366832178831,26.589677668571472,24.79890690205991
43,26.510635755479335,26.538083545327186,24.813040363810956
44,25.594906169816852,25.59033639663458,26.382825085960327
45,25.452259370952845,25.404655124336482,26.625594559192656
46,25.472117007605732,25.393648478478195,26.661918218314646
47,25.50266218088567,25.62897239252925,26.65812574273348
48,25.501618253961205,25.611005771905184,26.620836600124836
49,25.528266110885887,25.601265341043472,26.57159202492237
50,25.557032738309353,25.606908921152353,26.52622729858756
51,25.60658294983208,25.63071070984006,26.511188487917185
52,25.647743218541144,25.63903258740902,26.5105647290349
53,25.677945763766765,25.64149084314704,26.517249855607748
54,25.709461093842982,25.631703350692987,26.528697870135307
55,26.592940981954335,26.27282093039155,24.98858460432291
56,26.59964542043209,26.486989519953728,24.795236148148774
57,26.65807180058956,26.49323399311304,24.81152123606205
58,26.663712910830974,26.500228143692016,24.81206205601245
59,26.67215131920576,26.510869372099638,24.813303893640636
60,26.67931815934181,26.52608476153016,24.815316500350832
61,26.687042563676833,26.56559174454212,24.822340037882327
62,26.690852887451648,26.58250344118476,24.81952239128202
63,26.688461876928805,26.586051400214433,24.808471419125794
64,26.695350102603435,26.58622757664323,24.80389641432464
65,26.699840366363524,26.586969933867454,24.796358362048863
66,26.70572651875019,26.589478626310825,24.79054493664205
67,26.71424561691284,26.59277731871605,24.78680951914191
68,25.753630643606186,25.71198584073782,26.383041083414106
69,25.61016651418805,25.369554083138706,26.58721772494912
70,25.60182625231147,25.382235813230277,26.603236849486827
71,25.62084937930107,25.638412427157164,26.612830005049705
72,25.574595743753015,25.65215554088354,26.633244610786438
73,25.56329916646704,25.669385951012373,26.640063546061516
74,25.556429259441792,25.677882144227624,26.644383288383484
75,25.542393423987086,25.675238536670804,26.647736764907837
76,25.5313161045406,25.673980658873916,26.649306907713413
77,25.524493036288767,25.674294812604785,26.65638668781519
78,25.517233131881802,25.673511574044824,26.66118788665533
79,26.379930047772824,26.326839692354202,25.112960871517657
80,26.723830401420592,26.676038495659828,24.87001356782764
81,26.721104047715663,26.65034469908476,24.810412248805164
82,26.689120001614093,26.63051776534319,24.77862873135507
83,26.622516549646853,26.64987180328369,24.810448542445897
84,26.55017986473441,26.66064880734682,24.835371445607393
85,26.508206981688737,26.68105277365446,24.855362162784672
86,26.478705912351607,26.71347053295374,24.899144735395907
87,26.47434594248235,26.74275419807434,24.940184880256652
88,26.48374935378134,26.757184013187885,24.960572943300008
89,26.483419632062315,26.754665061295032,24.95925092718005
90,26.486499126523732,26.74830415791273,24.946240045338868
91,26.49516703699529,26.7368935713768,24.91881292706728
92,25.568928953155876,25.85107833826542,26.49642688322067
93,25.44536593732238,25.45599219696224,26.520019202560185
94,25.489538706734777,25.452411006480457,26.549004874259232
95,25.539432802200317,25.699038101360202,26.573274865210056
96,25.56210636716336,25.702139863744378,26.60382133668661
97,25.588111844807862,25.704310136847198,26.633129611074924
98,25.594149525240063,25.712812719866633,26.678279548346996
99,25.599029944241046,25.721036618575454,26.712469465494156
100,25.607366121336817,25.72469145525247,26.746850758254528
101,25.62746975287795,25.72380513884127,26.78173080778122
102,25.637628496587276,25.723370296880603,26.801473073124885
103,26.532896212756633,26.36468466410786,25.269955504894256
104,26.724146589159965,26.6572533095479,24.86796121552959
105,26.75729735147953,26.644023939430713,24.85128896331787
106,26.70502306473255,26.633468754053116,24.841165268536656
107,26.63506117415428,26.651913187861442,24.845679218158125
108,26.60376111370325,26.67140558308363,24.849751878825714
109,26.57351739656925,26.695032357633114,24.87874755563587
110,26.540351133316754,26.722582354605198,24.925649777263402
111,26.58334577035904,26.718656852304935,24.926802579522132
112,26.598857253313064,26.643365680634975,24.88260615917295
113,26.593742168962955,26.591307646989822,24.871675391890108
114,26.571975808113812,26.533095843553543,24.862987979523837
115,26.560906253278254,26.5007303314507,24.876978691875934
116,25.628824943572283,25.552363011330367,26.419590187791734
117,25.641035264253617,25.271154797911645,26.647474835693835
118,25.683156484633685,25.301286711633207,26.67051896739006
119,25.72410924077034,25.565911781042814,26.68041483259201
120,25.69219384804368,25.57821400091052,26.68846546059847
121,25.666531410962342,25.585057757794857,26.69177734053135
122,25.64125872120261,25.585865706205368,26.693788930237293
123,25.615316512957214,25.593492981046438,26.692826643049717
124,25.609531681016087,25.606147307902575,26.698579534351826
125,25.608007381632923,25.625830341130495,26.706430002510547
126,25.604455544576048,25.635524213314056,26.719053260445595
127,26.473300864443182,26.297075420081615,25.17601846551895
128,26.539792105078696,26.561553511232137,24.871800018217414
129,26.629700980603694,26.53251216134429,24.88699620051682
130,26.60391301614046,26.499628424108028,24.906395444855093
131,26.576847034960984,26.476081434100866,24.948777292132377
132,26.559042196244,26.4636387167722,24.971837304741143
133,26.56554199334979,26.466801018849015,24.962926671117543
134,26.593851021945476,26.479587282449007,24.931067627131938
135,26.63146433186531,26.504680968284607,24.902246665418147
136,26.671196698665618,26.53437766006589,24.88764108738303
137,26.708945326030253,26.577393128931522,24.890013571105897
138,26.71992052298784,26.59677280431986,24.87466928756237
139,26.734397366166114,26.602212726533413,24.871547009073197
140,25.76539463353157,25.71033275061846,26.434503709964453
141,25.510830378142884,25.42049669222534,26.748374196767806
142,25.51726695919689,25.429711382180454,26.760409380376338
143,25.552960352934896,25.68096301332116,26.77259401923418
144,25.55049186498858,25.68657235056162,26.77738920545578
145,25.558245412502437,25.689963730052114,26.790151826500892
146,25.565138503871857,25.692866913974285,26.80178005194664
147,25.572464368268847,25.696409083902836,26.817494488716125
148,25.574207410179078,25.69986523874104,26.82461217737198
149,25.5731214312464,25.70279880426824,26.829097903728485
150,25.585331603847443,25.70780484005809,26.84794212079048
151,26.455567813932895,26.36075676178932,25.30135295188427
152,26.809299841046332,26.640258095622062,24.881049748718738
153,26.825919433951377,26.637420564353466,24.854292678389697
154,26.800004466891288,26.643573350667953,24.843617860203608
155,26.771299778938292,26.649427852988243,24.834414818998425
156,26.742024518072604,26.655528626799583,24.831047699529677
157,26.704762890458106,26.657841473281383,24.835885880723595
158,26.688443436741828,26.661189294815063,24.844692168733104
159,26.688117034256457,26.66297472959757,24.850177277088164
160,26.678111120581626,26.661588966310024,24.87492908744514
161,26.664696007490157,26.654702215850353,24.90365726149082
162,26.66222280961275,26.65578310137987,24.922458948776125
163,26.670939161896705,26.649896054923534,24.899958484083413
164,25.721425427019597,25.76009700381756,26.436513165079056
165,25.50726751425583,25.460746476702393,26.75038055616617
166,25.519399127120153,25.46003602100164,26.779168325543402
167,25.558023333977907,25.70207032188773,26.804274327516556
168,25.56522522304207,25.70000521093607,26.837278373003006
169,25.5787716749683,25.696399254724383,26.870109639525413
170,25.590183560699224,25.691661439836025,26.902276701688766
171,25.607209916189312,25.676534501835704,26.917083121299743
172,25.578051532581448,25.64881558716297,26.871976144075393
173,25.5313988946937,25.619547076523304,26.813973061203956
174,25.52401633091271,25.601315822452307,26.792799479722976
175,26.37915480275452,26.25250383412838,25.21056909507513
176,26.868985920667647,26.64393191730976,25.03528025394678
177,26.92949512553215,26.603607564628124,24.956715177953242
178,26.870894044160842,26.626167758762836,24.889823522627353
179,26.7524953032732,26.653920776605606,24.822452321857213
180,26.631676695764064,26.71186715310812,24.86722881600633
181,26.57286196526885,26.752932868361473,24.911147983953356
182,26.54803840023279,26.780733607172966,24.94533115646243
183,26.549073911726474,26.796259395241737,24.96419250613451
184,26.551191046357154,26.80000541305542,24.980752933979034
185,26.546982526302337,26.795929841160774,24.981091685801744
186,26.53612681058049,26.78563994860649,24.965942345768212
187,26.53815942209959,26.770500264525413,24.94176470695436
188,25.601799989014864,25.882196924924852,26.5246649338603
189,25.40748497647047,25.52718419609219,26.511901664614676
190,25.483783278509975,25.49975603287667,26.583246490985154
191,25.541079857262083,25.73117954423651,26.625443182349205
192,25.574013064578175,25.72653240058571,26.65250926411152
193,25.59728394910693,25.73389885434881,26.684091716468334
194,25.602982603907584,25.757727785035968,26.736409745573997
195,25.609762406870722,25.76252548582852,26.769832908570766
196,25.615703220441937,25.760953913908452,26.79454608952999
197,25.612973871603607,25.76760349282995,26.79661764895916
198,25.606891610622405,25.77367715537548,26.79144339954853
199,26.45836508692056,26.428616853825748,25.209556002378463
200,26.62877568554878,26.724123328387737,24.87799910197407
201,26.677439450740813,26.710600189328193,24.820465534202754
202,26.653907961666583,26.716066173672676,24.82117392516136
203,26.626592076838016,26.7137845749259,24.81952274890989
204,26.612044244527816,26.71540867483616,24.819751608394085
205,26.59085211110115,26.718202799022198,24.822861054189502
206,26.58794228312373,26.7202173615098,24.821736060291528
207,26.613628379523753,26.716453104674816,24.816684957802295
208,26.64377535831928,26.70571657961607,24.813603538297116
209,26.65989471924305,26.694261267244816,24.805451902769505
210,26.69222365272045,26.67916329151392,24.79596831856668
211,26.71864249509573,26.670749157130718,24.788980253249406
212,25.78501809936762,25.783348872601987,26.35850112426281
213,25.54216435727477,25.494144884446637,26.75209079968929
214,25.558460727229715,25.48905020653829,26.769109751164912
215,25.581999576613306,25.73017286369577,26.768972746491432
216,25.562249767556786,25.72796300984919,26.772376737952232
217,25.546887364434077,25.71522475220263,26.761839411616325
218,25.530683287614956,25.696875642985106,26.74717680311203
219,25.521057418510317,25.6864946000278,26.73429363912344
220,25.505261045843362,25.66941132582724,26.698574058175087
221,25.50016045100987,25.648879166692495,26.668239928245544
222,25.50234680339694,25.638369031250477,26.651217847526073
223,26.37736921430379,26.280703987389803,25.089988377153873
224,26.875218972086905,26.692308127343654,24.93383577300608
225,26.91280633163452,26.659137986063957,24.872999620832502
226,26.912854477286338,26.65531762635708,24.867317683737724
227,26.909275695204734,26.652978002488613,24.863825530022382
228,26.897323280096053,26.65464177674055,24.855060504375956
229,26.887920662283896,26.657518758833408,24.858472082506864
230,26.877499386191367,26.660478889405727,24.85526792819053
231,26.87496116709709,26.659757509291172,24.851962555408477
232,26.862994357466697,26.660952813386917,24.850640226364135
233,26.852070167183875,26.663604668736458,24.850394357204436
234,26.839274733781814,26.668552852630615,24.8458832441587
235,26.826871349930762,26.675337030947208,24.83714648822695
236,25.875036319613457,25.795281908750535,26.389917339731007
237,25.530299949355424,25.48811092069,26.718917819738387
238,25.52662596980855,25.485030597817154,26.750194969654082
239,25.544640933009795,25.70891845691949,26.730115003347397
240,25.54020259618759,25.698112476617098,26.72121912187338
241,25.530181361790746,25.67659794166684,26.708389177381992
242,25.52888390394859,25.65876454859972,26.716128780901432
243,25.52678698716685,25.64001080021262,26.7173655474782
244,25.518920865803956,25.624338407069445,26.708049117982387
245,25.51353550978005,25.609978385269642,26.70384245312214
246,25.505681202709674,25.60046534985304,26.695567726552486
247,26.38186872050911,26.243846557497978,25.159897495269774
248,26.92174617898464,26.666012755990028,25.064565215468406
249,26.96787024986744,26.624369874060154,24.97429014018178
250,26.938097372174262,26.64252297526598,24.950036578088998
251,26.900074600696563,26.66149419492483,24.902319062709807
252,26.85662290406227,26.683031193375587,24.860366779588162
253,26.766343391954898,26.71944662874937,24.84099575502239
254,26.6649751136899,26.741663857758045,24.837091236118226
255,26.621502317011355,26.758240669429302,24.832744037475436
256,26.612538598001002,26.789889864087105,24.85933932380192
257,26.62247794818878,26.788465566396713,24.85293101132754
258,26.595678310364484,26.795663989543915,24.876810617953538
259,26.567382994562387,26.779861889243126,24.87830288170278
260,25.623204016953707,25.879353559851648,26.44933272718638
261,25.470002211526037,25.558605087265374,26.593366141498088
262,25.512874042510987,25.55754130640626,26.63638320851326
263,25.556795995645224,25.796162895858288,26.679697431087494
264,25.574864822402596,25.803613167256117,26.726074836611748
265,25.586843296848237,25.792348730377853,26.771369546115398
266,25.581532246395945,25.756971942726523,26.768383420467377
267,25.564731730110942,25.712323023937643,26.732684827804565
268,25.54654761935584,25.667285015806556,26.698213211655617
269,25.52855739389546,25.631179001182318,26.6607743794322
270,25.519525407776236,25.607510328292847,26.643809876799583
271,26.394670082710682,26.2546524400115,25.101611685216426
272,26.907428949594497,26.685083239734173,25.071187857747077
273,26.94011112999916,26.64165885692835,24.95465042462945
274,26.91352838230133,26.64912212586403,24.914110573217272
275,26.79694862616062,26.683058842480182,24.901896290689706
276,26.689475282549857,26.689740515708923,24.885465226344763
277,26.62547165107727,26.720912746548652,24.936024170577525
278,26.613726637780665,26.74701978212595,24.96091973057389
279,26.62677549523115,26.77058944797516,24.978519022673368
280,26.636632903933524,26.786175988078117,24.99305166697502
281,26.633993654966353,26.785920820593834,24.985229619055985
282,26.62713057500124,26.78799609041214,24.980106298089026
283,26.62686747264862,26.77751540338993,24.960620440751313
284,25.679184825986624,25.859833895504476,26.523087314397095
285,25.48150862556696,25.45013666087389,26.697107638299464
286,25.537549926795066,25.437320004493,26.71821065533161
287,25.577374828010797,25.683998804539442,26.734010531961918
288,25.560533240400254,25.691648034378886,26.745025559723377
289,25.557249096184968,25.698384553194046,26.760910294413566
290,25.54978716695681,25.700448909774423,26.7562305996418
291,25.542672552363946,25.699241356924176,26.753642849087715
292,25.530589768625795,25.696844182908535,26.74225056862831
293,25.52073985753581,25.700126592069864,26.730061649739742
294,25.511485757268964,25.711678503081203,26.715858928322792
295,26.377060262940823,26.37933939222619,25.145973969459533
296,26.528547670215367,26.700334570765495,24.832422184966504
297,26.589615344524383,26.71342198497057,24.845260794948786
298,26.58349155959487,26.73651913499832,24.870447352271526
299,26.57859353300929,26.76360488629341,24.90614447391033
300,26.54811477613449,26.79297824895382,24.929904012218117
301,26.52523356628418,26.80405045247078,24.9385937435776
302,26.528245217621325,26.801704011321068,24.942542547568678
303,26.543268013268708,26.78848648762703,24.941963011607527
304,26.55443882149458,26.769474163115024,24.937000595241784
305,26.560947816342114,26.73297432756424,24.947154287457465
306,26.55188673314452,26.70407473242283,24.95360470956564
307,26.53183648315072,26.68459856456518,24.953744553238153
308,25.597207130759955,25.73662391984463,26.4764038464725
309,25.46827396926284,25.475966188400985,26.693090046823023
310,25.478905388049782,25.446310115322472,26.714658561229705
311,25.49787062961608,25.657275358214974,26.72232586836815
312,25.48680592790246,25.623872876167297,26.705066993296146
313,25.51980327066034,25.60445663332939,26.682146243214607
314,25.58824967123568,25.589288517832756,26.63458705639839
315,25.592880711853503,25.629383351653814,26.651379785895347
316,25.582676789686083,25.637542810291052,26.651444069504738
317,25.57419596888125,25.644722379744053,26.632856785714626
318,25.57268231730908,25.65096789225936,26.63224673962593
319,26.445433782868086,26.306537370592356,25.07793347930908
320,26.547266438126563,26.617446243226528,24.8012370711416
321,26.640904902935027,26.617023683547973,24.804788477927445
322,26.62572889727354,26.617928839683533,24.8138491923213
323,26.596883426874875,26.63205424642563,24.836489898826926
324,26.574489976733922,26.63972773349285,24.86290197141841
325,26.54191017848253,26.633969254255295,24.869194809556006
326,26.521404366463422,26.642441257297993,24.886069536417722
327,26.51223383796215,26.628253332734108,24.891671598166226
328,26.507270242542027,26.615819885790348,24.896119220390915
329,26.515747230023145,26.615417107403278,24.90523372425139
330,26.552172388404607,26.614224172592163,24.906228846147656
331,26.617590784549712,26.608510598003864,24.908781940326094
332,25.65611958307028,25.7015404471159,26.465557926401495
333,25.57367514435947,25.42109614917636,26.725878286242484
334,25.609605273127556,25.426322891652585,26.765702518701552
335,25.65653195694089,25.683278357610106,26.782111189723015
336,25.630258590877055,25.68840797059238,26.780393458366394
337,25.636369713544845,25.694288697093725,26.78742017543316
338,25.609758472964167,25.701374735683203,26.802926293969154
339,25.591122065633535,25.70536615047604,26.811792112350464
340,25.594105553776025,25.699063308537006,26.821793801546097
341,25.58109477251768,25.692836169153452,26.823413408756256
342,25.574070279449224,25.679789194837213,26.82255823111534
343,26.427877277590333,26.313301203235984,25.25967267549038
344,26.819250210642814,26.64698601460457,24.972532287448644
345,26.854365825176238,26.625352680146694,24.922921987459063
346,26.852086528658866,26.628672897279262,24.915590660855173
347,26.860278710246085,26.62812069749832,24.91513418240845
348,26.86185531270504,26.628514669299125,24.910626596048473
349,26.864042698860167,26.62727743333578,24.90664337596297
350,26.869486242055892,26.623570195794105,24.9027098326236
351,26.87597231519222,26.618985585331917,24.89939483462274
352,26.880626171350478,26.614691011071205,24.899486538231372
353,26.884073525190352,26.612095370352268,24.904305082023143
354,26.891305028915404,26.608915633916855,24.913344333156942
355,26.897418185591697,26.606529026687145,24.9240660893023
356,25.965124970197678,25.72753418171406,26.498360085368155
357,25.55176678289473,25.34056118065119,26.74401017564535
358,25.52646718722582,25.32117234104872,26.725028830647467
359,25.534001157814636,25.558590792119503,26.701068713724613
360,25.514402332678436,25.569910652935505,26.695157035648823
361,25.504437898248433,25.56474944576621,26.678676671743393
362,25.4969188170135,25.56089409440756,26.669941588699817
363,25.480071331337093,25.560151234269142,26.645654946029186
364,25.470462596938013,25.55527826398611,26.631050966143608
365,25.461119395643472,25.556363217532635,26.609386227488518
366,25.453982786238193,25.560483559966087,26.593134365439415
367,26.324220625206827,26.22393526828289,25.035805396944284
368,26.868189662218093,26.686581834614277,25.069098886311053
369,26.891980945587157,26.65645423477888,24.972797926723956
370,26.900388821482657,26.644108920753002,24.912934133991598
371,26.889146431803702,26.644749052286148,24.873815145086496
372,26.812037929415702,26.668286129295826,24.853160608419216
373,26.711154706299304,26.698596901655197,24.83136186164245
374,26.647866844654082,26.725803061783314,24.863808006256818
375,26.607693925023078,26.741357437729835,24.88920743318647
376,26.591411575198173,26.747724443137646,24.891780833922326
377,26.582372787863015,26.75037759488821,24.896651250518858
378,26.56719520640373,26.75554737395048,24.897772682107984
379,26.577338359773158,26.74896369075775,24.884127153292297
380,25.61655396026373,25.86020913654566,26.471032041192053
381,25.481833854585886,25.509914084380494,26.64398715931177
382,25.487208012387157,25.518838395174594,26.691263775408267
383,25.517345241233706,25.760103842942044,26.731357402563095
384,25.52605726286769,25.770259669050574,26.79548043704033
385,25.53334992095828,25.769054336007684,26.84732525742054
386,25.53838048237143,25.761695802444592,26.887746460199356
387,25.525701073892414,25.726842982228845,26.865878141880035
388,25.502427076883613,25.689916718751192,26.826293564796448
389,25.47963537737727,25.65773661993444,26.789122260570526
390,25.45380144096911,25.63594863936305,26.750872708320617
391,26.320433513715862,26.282883315742016,25.19509261494875
392,26.82713742506504,26.688674359977245,25.078944023907184
393,26.870185985684394,26.636441759228706,24.938464751675724
394,26.818805500388144,26.63293872720003,24.866714739914983
395,26.729290686070918,26.655678897559643,24.84019235379435
396,26.66338798356056,26.68683452105522,24.87240080370009
397,26.570401675522326,26.724131196200847,24.912838328838347
398,26.55569212836027,26.734522520959377,24.91370538084209
399,26.513252295076846,26.74914018011093,24.938278047576546
400,26.513349636912345,26.751416235625744,24.936667917504906
401,26.506240587204694,26.752589053869247,24.933801826298236
402,26.500800765573977,26.754298649191856,24.924471929877996
403,26.50275649268925,26.75882503336668,24.910847520664333
404,25.551799321442843,25.867126799464227,26.471110143765806
405,25.380591528385878,25.456372439205648,26.557414806514977
406,25.42107147154212,25.452732597753407,26.569955228894948
407,25.460316549018025,25.701979506760836,26.579521405905485
408,25.467603892982005,25.705408163368702,26.600839502573013
409,25.486167226880788,25.70578627102077,26.617688871383667
410,25.515950933992862,25.71004710253328,26.65161682611704
411,25.518340465109794,25.71447633765638,26.67979562228918
412,25.521420039199292,25.716598937287927,26.706277295410633
413,25.529064324414357,25.718282450921834,26.74339424020052
414,25.53939900636673,25.717334846034646,26.777563102006912
