,action1,action3,action5
996,25.0,25.5,25.0
997,25.0,25.5,25.0
998,25.0,25.5,25.0
999,25.0,26.0,25.0
1000,25.0,26.0,25.0
1001,25.0,26.0,25.0
1002,25.0,26.0,25.0
1003,25.0,26.0,25.0
1004,25.0,26.5,25.0
1005,25.0,26.5,25.0
1006,25.0,26.5,25.0
1007,25.0,26.5,25.0
1008,25.0,26.5,25.0
1009,25.0,26.5,25.0
1010,25.0,26.5,25.0
1011,26.0,26.0,24.5
1012,26.0,26.0,24.5
1013,26.0,26.0,24.5
1014,26.0,26.0,24.5
1015,26.0,26.0,24.5
1016,26.0,26.0,24.5
1017,26.0,26.0,24.5
1018,26.0,26.0,24.5
1019,26.0,26.0,24.5
1020,26.0,26.0,24.5
1021,26.0,26.0,24.5
1022,26.0,26.0,24.5
1023,26.0,26.0,24.5
1024,26.0,26.0,24.5
1025,26.0,26.0,24.5
1026,26.0,26.0,24.5
1027,26.0,26.0,24.5
1028,26.0,26.0,24.5
1029,26.0,26.0,24.5
1030,26.0,26.0,24.5
1031,26.0,26.0,24.5
1032,26.0,26.0,24.5
1033,26.0,26.0,24.5
1034,26.0,26.0,24.5
1035,26.0,26.0,24.5
1036,25.5,26.5,26.5
1037,25.5,26.5,26.5
1038,25.5,26.5,26.5
1039,25.5,26.5,26.5
1040,25.5,26.5,26.5
1041,25.5,26.5,26.5
1042,25.5,26.5,26.5
1043,25.5,26.5,26.5
1044,25.5,26.5,26.5
1045,25.5,26.5,26.5
1046,25.0,26.5,25.0
1047,25.0,26.5,25.0
1048,25.0,26.5,25.0
1049,25.0,26.5,25.0
1050,25.0,26.5,25.0
1051,25.0,26.5,25.0
1052,25.0,26.5,25.0
1053,25.0,26.5,25.0
1054,25.0,26.5,25.0
1055,25.0,26.5,25.0
1056,25.0,26.5,25.0
1057,25.0,26.5,25.0
1058,25.0,26.5,25.0
1059,25.0,26.5,25.0
1060,25.5,25.5,25.5
1061,25.5,25.5,25.5
1062,25.5,25.5,25.5
1063,25.5,25.5,25.5
1064,25.5,25.5,25.5
1065,25.5,25.5,25.5
1066,25.5,25.5,25.5
1067,25.5,25.5,25.5
1068,25.5,25.5,25.5
1069,25.5,26.0,25.5
1070,27.0,27.0,25.5
1071,27.0,27.0,25.5
1072,27.0,27.0,25.5
1073,27.0,27.0,25.5
1074,27.0,27.0,25.5
1075,27.0,27.0,25.5
1076,27.0,27.0,25.5
1077,27.0,27.0,25.5
1078,27.0,27.0,25.5
1079,27.0,27.0,25.5
1080,27.0,27.0,25.5
1081,27.0,27.0,25.5
1082,26.0,25.0,27.0
1083,26.0,25.0,27.0
1084,26.0,25.0,27.0
1085,26.0,25.0,27.0
1086,26.0,25.0,27.0
1087,26.0,25.0,27.0
1088,26.0,25.0,27.0
1089,26.0,25.0,27.0
1090,26.0,25.0,27.0
1091,25.5,25.0,26.5
1092,25.5,25.0,26.5
1093,25.5,25.0,26.5
1094,26.0,26.0,27.0
1095,26.0,26.0,27.0
1096,26.0,26.0,27.0
1097,26.0,26.0,27.0
1098,26.0,26.0,27.0
1099,26.0,26.0,27.0
1100,26.0,26.0,24.5
1101,26.0,26.0,24.5
1102,26.0,26.0,24.5
1103,26.0,26.0,24.5
1104,26.0,26.0,24.5
1105,26.0,26.0,24.5
1106,26.0,26.0,24.5
1107,26.0,26.0,24.5
1108,26.0,26.0,24.5
1109,26.0,26.0,24.5
1110,26.0,26.0,24.5
1111,26.0,26.0,24.5
1112,26.0,26.0,24.5
1113,26.0,26.0,24.5
1114,26.0,26.0,24.5
1115,26.0,26.0,24.5
1116,26.0,26.0,24.5
1117,26.0,26.0,24.5
1118,26.0,26.0,24.5
1119,26.0,26.0,24.5
1120,26.0,26.0,24.5
1121,26.0,26.0,24.5
1122,26.0,26.0,24.5
1123,26.0,26.0,24.5
1124,26.0,26.0,24.5
1125,26.0,26.0,24.5
1126,26.0,26.0,24.5
1127,26.0,26.0,24.5
1128,26.0,26.0,24.5
1129,26.0,26.0,24.5
1130,26.0,26.0,24.5
1131,25.5,25.5,25.5
1132,25.5,25.5,25.5
1133,25.5,25.5,25.5
1134,25.5,25.5,25.5
1135,25.5,25.5,25.5
1136,25.5,25.5,25.5
1137,25.5,25.5,25.5
1138,25.5,25.5,25.5
1139,25.5,25.5,25.5
1140,25.5,25.5,25.5
1141,25.5,25.5,26.5
1142,25.5,25.5,26.5
1143,26.5,26.0,26.5
1144,26.5,26.0,26.5
1145,25.5,26.0,27.0
1146,27.0,25.5,25.5
1147,26.0,26.0,24.5
1148,26.0,26.0,24.5
1149,26.0,26.0,24.5
1150,26.0,26.0,24.5
1151,26.0,26.0,24.5
1152,26.0,26.0,24.5
1153,26.0,26.0,24.5
1154,26.0,26.0,24.5
1155,25.0,26.0,25.5
1156,25.0,26.0,25.5
1157,25.0,26.0,25.5
1158,25.0,26.0,25.5
1159,25.0,26.0,25.5
1160,25.0,26.0,25.5
1161,25.0,26.0,25.5
1162,25.0,26.0,25.5
1163,25.0,26.0,25.5
1164,25.0,26.0,25.5
1165,25.0,26.0,25.5
1166,25.0,26.0,25.5
1167,26.5,25.5,26.0
1168,26.5,25.5,26.0
1169,26.5,25.5,26.0
1170,26.5,25.5,26.0
1171,25.5,25.5,25.5
1172,27.0,25.5,25.0
1173,27.0,25.5,25.0
1174,27.0,25.5,25.0
1175,27.0,25.5,25.0
1176,26.5,25.0,26.0
1177,26.5,25.0,26.0
1178,26.5,25.0,26.0
1179,26.5,25.0,26.0
1180,26.5,25.0,26.0
1181,25.0,26.0,25.5
1182,25.0,26.0,25.5
1183,25.0,26.0,25.5
1184,25.0,26.0,25.5
1185,25.0,26.0,25.5
1186,25.0,26.0,25.5
1187,25.0,26.0,25.5
1188,25.0,26.0,25.5
1189,25.0,26.0,25.5
1190,25.0,26.0,25.5
1191,25.0,26.5,25.0
1192,25.0,24.5,27.0
1193,25.0,24.5,27.0
1194,25.5,27.0,25.5
1195,25.0,24.5,27.0
1196,26.5,26.5,25.5
1197,26.5,26.5,25.5
1198,26.5,26.5,25.5
1199,26.5,26.5,25.5
1200,26.5,26.5,25.5
1201,26.5,26.5,25.5
1202,26.5,26.5,25.5
1203,26.5,26.5,25.5
1204,25.5,26.0,26.0
1205,25.5,26.0,26.0
1206,25.5,26.0,26.0
1207,25.5,26.0,26.0
1208,25.5,26.0,26.0
1209,25.5,26.0,26.0
1210,25.5,26.0,26.0
1211,25.5,26.0,26.0
1212,26.0,26.5,24.5
1213,26.0,26.5,24.5
1214,26.0,26.5,24.5
1215,26.0,26.5,24.5
1216,26.0,26.5,24.5
1217,26.0,26.5,24.5
1218,26.0,26.5,24.5
1219,26.0,26.5,24.5
1220,26.0,26.5,24.5
1221,26.0,26.5,24.5
1222,26.0,26.5,24.5
1223,26.0,26.5,24.5
1224,26.0,26.5,24.5
1225,26.0,26.5,24.5
1226,26.0,26.5,24.5
1227,26.0,26.5,24.5
1228,26.0,26.5,24.5
1229,26.0,26.5,24.5
1230,26.0,26.5,24.5
1231,25.5,26.0,25.5
1232,25.5,26.0,25.5
1233,25.5,26.0,25.5
1234,25.5,26.0,25.5
1235,25.5,26.0,25.5
1236,25.5,26.0,25.5
1237,25.5,26.0,25.5
1238,25.5,26.0,25.5
1239,25.5,26.0,25.5
1240,25.5,26.0,25.5
1241,25.5,26.0,25.5
1242,25.5,26.0,25.5
1243,25.5,26.0,25.5
1244,26.0,26.0,26.0
1245,25.5,26.5,25.0
1246,25.5,26.5,25.0
1247,25.5,26.5,25.0
1248,25.5,26.5,25.0
1249,25.5,26.5,25.0
1250,25.5,26.5,25.0
1251,25.5,26.5,25.0
1252,25.5,26.5,25.0
1253,25.5,26.5,25.0
1254,25.5,26.5,25.0
1255,25.5,26.5,25.0
1256,25.5,25.5,26.0
1257,25.5,25.5,26.0
1258,25.5,25.5,26.0
1259,25.5,25.5,26.0
1260,25.5,25.0,26.0
1261,25.5,26.0,26.5
1262,25.5,26.0,26.5
1263,25.5,26.0,26.5
1264,25.5,26.0,26.5
1265,25.5,26.0,26.5
1266,25.5,26.0,26.5
1267,25.5,26.0,26.5
1268,25.5,26.5,25.0
1269,26.0,25.5,24.5
1270,26.0,25.5,24.5
1271,26.0,25.5,24.5
1272,26.0,25.5,24.5
1273,26.0,25.5,24.5
1274,26.0,25.5,24.5
1275,26.0,25.5,24.5
1276,26.0,25.5,24.5
1277,26.0,25.0,26.0
1278,26.0,25.0,26.0
1279,25.5,25.5,25.5
1280,25.5,25.5,25.5
1281,25.5,25.5,25.5
1282,25.5,25.5,25.5
1283,26.0,25.0,26.0
1284,26.0,25.0,26.0
1285,26.0,25.0,26.0
1286,26.0,25.0,26.0
1287,26.0,25.0,26.0
1288,26.0,25.0,26.0
1289,26.0,25.0,26.0
1290,26.0,25.0,26.0
1291,26.0,25.5,24.5
1292,26.0,25.5,24.5
1293,26.0,25.5,24.5
1294,26.0,25.5,24.5
1295,26.0,25.5,24.5
1296,26.0,25.5,24.5
1297,26.0,25.5,24.5
1298,26.0,25.0,26.0
1299,26.0,26.0,26.0
1300,26.0,26.0,26.0
1301,26.0,26.0,26.0
1302,26.0,26.0,26.0
1303,26.0,26.0,26.0
1304,26.0,25.5,25.5
1305,26.0,25.5,25.5
1306,26.0,25.5,25.5
1307,26.0,25.5,25.5
1308,25.0,25.5,26.0
1309,25.0,25.5,26.0
1310,25.0,25.5,26.0
1311,25.0,25.5,26.0
1312,25.0,25.5,26.0
1313,25.0,25.5,26.0
1314,26.0,27.0,26.5
1315,26.0,27.0,26.5
1316,25.0,25.5,24.5
1317,25.0,25.5,24.5
1318,25.0,26.5,24.5
1319,25.0,26.5,24.5
1320,25.0,26.5,24.5
1321,25.0,26.5,24.5
1322,25.5,27.0,26.0
1323,25.5,27.0,26.0
1324,25.5,25.5,25.5
1325,25.5,25.5,25.5
1326,25.5,25.5,25.5
1327,25.5,25.5,25.5
1328,25.5,25.5,25.5
1329,25.5,25.5,25.5
1330,25.5,25.5,25.5
1331,25.5,25.5,25.5
1332,26.0,25.5,25.5
1333,25.0,26.5,25.5
1334,25.0,26.5,25.5
1335,25.0,26.5,25.5
1336,25.0,26.5,25.5
1337,25.0,26.5,25.5
1338,25.0,26.5,25.5
1339,25.0,26.5,25.5
1340,25.0,26.5,25.5
1341,25.0,26.5,25.5
1342,25.0,26.5,25.5
1343,25.5,27.0,25.5
1344,25.5,27.0,25.5
1345,25.5,27.0,25.5
1346,25.5,27.0,25.5
1347,25.0,26.0,26.0
1348,25.0,26.0,26.0
1349,25.0,26.0,26.0
1350,25.0,26.0,26.0
1351,25.0,26.0,26.0
1352,25.0,26.0,26.0
1353,25.0,26.0,26.0
1354,25.0,26.0,26.0
1355,26.5,25.0,26.0
1356,26.5,25.0,26.0
1357,26.5,25.0,26.0
1358,26.5,25.0,26.0
1359,26.5,25.0,26.0
1360,26.5,25.0,26.0
1361,26.5,25.0,26.0
1362,26.5,25.0,26.0
1363,26.5,25.0,26.0
1364,26.5,25.0,26.0
1365,26.5,25.0,26.0
1366,25.0,26.5,24.5
1367,25.0,26.5,24.5
1368,25.0,26.5,24.5
1369,25.0,26.5,24.5
1370,26.5,25.0,26.0
1371,26.5,25.0,26.0
1372,26.5,25.0,26.0
1373,25.5,26.0,25.5
1374,25.5,26.0,25.5
1375,25.5,26.0,25.5
1376,25.5,26.0,25.5
1377,25.5,26.0,25.5
1378,25.5,26.0,25.5
1379,25.5,26.0,25.5
1380,25.5,26.0,25.5
1381,25.5,25.0,26.5
1382,25.5,25.0,26.5
1383,25.5,25.0,26.5
1384,25.5,25.0,26.5
1385,25.5,25.0,26.5
1386,25.5,25.0,26.5
1387,25.5,25.0,26.5
1388,25.5,25.0,26.5
1389,25.5,25.0,26.5
1390,25.5,25.0,26.5
1391,25.5,25.0,26.5
1392,25.5,25.0,26.5
1393,25.5,25.0,26.5
1394,25.5,25.0,26.5
1395,25.5,25.0,26.5
1396,25.5,25.0,26.5
1397,25.5,25.0,26.5
1398,25.5,25.0,26.5
1399,25.5,25.5,25.5
1400,25.5,25.5,25.5
1401,25.5,25.5,25.5
1402,25.5,25.5,25.5
1403,25.5,25.5,25.5
1404,25.5,25.5,25.5
1405,27.0,25.5,26.0
1406,27.0,25.5,26.0
1407,27.0,25.5,26.0
1408,27.0,25.5,26.0
1409,27.0,25.5,26.0
1410,27.0,25.5,26.0
1411,27.0,25.5,26.0
1412,27.0,25.5,26.0
1413,27.0,25.5,26.0
1414,27.0,25.5,26.0
1415,27.0,25.5,26.0
1416,27.0,25.5,26.0
1417,27.0,25.5,26.0
1418,26.0,26.0,26.0
1419,26.0,26.0,26.0
1420,26.0,26.0,26.0
1421,26.0,25.5,26.0
1422,26.0,25.5,26.0
1423,26.0,25.5,26.0
1424,26.0,25.5,26.0
1425,26.0,25.5,26.0
1426,26.0,25.5,26.0
1427,26.0,25.5,26.0
1428,26.0,25.5,25.5
1429,26.0,25.5,25.5
1430,26.0,25.5,25.5
1431,26.0,25.5,25.5
1432,25.5,26.0,27.0
1433,25.5,26.0,27.0
1434,25.5,26.0,27.0
1435,25.5,26.0,27.0
1436,25.5,26.0,27.0
1437,25.5,26.0,27.0
1438,25.5,26.0,27.0
1439,25.5,26.0,27.0
1440,25.5,26.0,27.0
1441,25.5,26.0,27.0
1442,25.5,26.0,27.0
1443,25.5,26.0,27.0
1444,25.5,26.0,27.0
1445,25.5,26.0,26.0
1446,25.5,26.0,26.0
1447,25.5,26.0,26.0
1448,25.5,25.0,26.5
1449,25.5,25.0,26.5
1450,25.5,25.0,26.5
1451,25.5,25.0,26.5
1452,25.5,25.0,26.5
1453,25.5,25.0,26.5
1454,25.5,25.0,26.5
1455,25.5,25.0,26.5
1456,25.5,25.0,26.5
1457,25.5,25.0,26.5
1458,25.5,25.0,26.5
1459,25.5,25.0,26.5
1460,25.5,25.0,26.5
1461,25.5,25.0,26.5
1462,25.5,25.0,26.5
1463,25.5,25.0,26.5
1464,25.5,25.0,26.5
1465,25.5,25.0,26.5
1466,25.5,25.0,26.5
1467,25.5,25.0,26.5
1468,25.5,25.0,26.5
1469,25.5,25.0,26.5
1470,25.5,25.5,25.5
1471,25.5,25.5,25.5
1472,25.5,25.5,25.5
1473,25.5,26.0,25.5
1474,25.5,26.0,25.5
1475,25.5,26.0,25.5
1476,25.5,26.0,25.5
1477,25.5,26.0,25.5
1478,25.5,26.0,25.5
1479,25.5,26.0,25.5
1480,25.5,26.0,25.5
1481,25.5,26.0,25.5
1482,25.5,26.5,25.5
1483,25.5,26.5,25.5
1484,27.0,26.0,27.0
1485,27.0,26.0,27.0
1486,26.5,25.5,26.0
1487,26.5,25.5,26.0
1488,26.5,25.5,26.0
1489,25.0,25.0,24.5
1490,25.0,25.0,24.5
1491,25.0,25.0,24.5
1492,25.0,25.0,24.5
1493,25.0,25.0,24.5
1494,25.0,25.0,24.5
1495,25.0,25.0,24.5
1496,25.0,25.0,24.5
1497,25.0,25.0,24.5
1498,25.0,25.0,24.5
1499,25.0,25.0,24.5
1500,25.0,25.0,24.5
1501,25.0,25.0,24.5
1502,25.0,25.0,24.5
1503,25.0,25.0,24.5
1504,25.0,25.0,24.5
1505,25.0,25.0,24.5
1506,25.0,25.0,24.5
1507,25.0,25.0,24.5
1508,25.0,25.0,24.5
1509,25.0,25.0,24.5
1510,25.0,25.0,24.5
1511,25.0,25.0,24.5
1512,25.0,25.0,24.5
1513,25.0,25.0,24.5
1514,25.0,25.0,24.5
1515,25.5,27.0,25.5
1516,25.5,27.0,25.5
1517,25.5,25.5,25.5
1518,25.5,25.5,25.5
1519,25.5,25.5,26.0
1520,25.5,25.5,26.0
1521,25.5,25.5,26.0
1522,25.5,25.5,26.0
1523,25.5,25.5,26.0
1524,25.5,25.5,26.0
1525,25.5,25.5,26.0
1526,25.5,25.5,26.0
1527,25.5,25.5,26.0
1528,25.5,25.5,26.0
1529,25.5,25.5,26.0
1530,25.5,26.5,26.5
1531,25.5,26.5,26.5
1532,25.5,26.5,26.5
1533,25.5,26.5,26.5
1534,25.5,26.5,25.0
1535,25.5,26.5,25.0
1536,25.5,26.5,25.0
1537,25.5,26.5,25.0
1538,25.5,26.5,25.0
1539,26.0,27.0,26.0
1540,26.0,27.0,26.0
1541,26.0,27.0,26.0
1542,26.0,27.0,26.0
1543,25.5,25.0,26.0
1544,25.5,25.0,26.0
1545,25.5,25.0,26.0
1546,25.5,25.0,26.0
1547,25.5,25.0,26.0
1548,25.5,25.0,26.0
1549,25.5,25.0,26.0
1550,25.5,25.0,26.0
1551,25.5,25.0,26.0
1552,25.5,25.0,26.0
1553,25.5,25.0,26.0
1554,25.5,25.0,26.0
1555,25.5,25.0,26.0
1556,25.5,25.0,26.0
1557,25.5,25.0,26.0
1558,25.5,25.0,26.0
1559,25.5,25.0,26.0
1560,25.5,25.0,26.0
1561,25.5,25.0,26.0
1562,25.5,25.0,26.0
1563,25.5,25.0,26.0
1564,25.5,25.0,26.0
1565,25.5,25.0,26.0
1566,25.5,25.0,26.0
1567,25.5,25.0,26.0
1568,25.5,25.0,26.0
1569,25.5,25.5,26.0
1570,25.5,25.5,26.0
1571,26.5,25.5,25.5
1572,26.5,25.5,25.5
1573,26.5,25.5,25.5
1574,27.0,25.5,25.5
1575,27.0,25.5,25.5
1576,27.0,25.5,25.5
1577,27.0,25.5,25.5
1578,27.0,25.5,25.5
1579,27.0,25.5,25.5
1580,27.0,25.5,25.5
1581,27.0,25.5,25.5
1582,27.0,25.5,25.5
1583,27.0,25.5,25.5
1584,27.0,25.5,25.5
1585,27.0,25.5,25.5
1586,27.0,25.5,25.5
1587,27.0,25.5,25.5
1588,27.0,25.5,25.5
1589,27.0,25.5,25.5
1590,25.5,26.0,25.5
1591,25.5,26.0,25.5
1592,25.5,26.0,25.5
1593,25.5,26.0,25.5
1594,25.5,26.0,25.5
1595,25.5,26.0,25.5
1596,25.5,26.0,25.5
1597,25.5,26.0,25.5
1598,25.5,26.0,25.5
1599,25.5,26.0,25.5
1600,26.0,26.5,24.5
1601,26.0,26.5,24.5
1602,26.0,26.5,24.5
1603,26.0,26.5,24.5
1604,26.0,26.5,24.5
1605,26.0,26.5,24.5
1606,26.0,26.5,24.5
1607,26.0,26.5,24.5
1608,26.0,26.5,24.5
1609,26.0,26.5,24.5
1610,26.0,26.5,24.5
1611,26.0,26.5,24.5
1612,26.0,26.5,24.5
1613,26.0,26.5,24.5
1614,25.5,26.0,25.5
1615,25.5,26.0,25.5
1616,25.5,26.0,25.5
1617,25.5,26.0,25.5
1618,25.5,26.0,25.5
1619,25.5,26.0,25.5
1620,25.5,26.0,26.5
1621,25.5,26.0,26.5
1622,25.5,26.0,26.5
1623,25.0,26.0,25.0
1624,25.0,26.0,25.0
1625,25.0,26.0,25.0
1626,25.0,26.0,25.0
1627,25.0,26.0,25.0
1628,25.0,26.0,25.0
1629,25.0,26.0,25.0
1630,25.0,26.0,25.0
1631,25.0,26.0,25.0
1632,25.0,26.0,25.0
1633,25.0,26.0,25.0
1634,25.0,26.0,25.0
1635,26.0,25.5,25.5
1636,26.0,25.5,25.5
1637,26.0,25.5,25.5
1638,25.5,25.5,25.5
1639,25.0,26.0,25.5
1640,25.0,26.0,25.5
1641,25.0,26.0,25.5
1642,25.0,26.0,25.5
1643,25.0,26.0,25.5
1644,25.0,26.0,25.5
1645,25.0,26.0,25.5
1646,25.0,26.0,25.5
1647,25.0,26.0,25.5
1648,25.0,26.0,25.5
1649,25.0,26.0,25.5
1650,25.5,27.0,27.0
1651,25.5,27.0,27.0
1652,25.5,27.0,27.0
1653,25.5,27.0,27.0
1654,25.5,27.0,27.0
1655,25.5,27.0,27.0
1656,25.5,27.0,27.0
1657,25.5,27.0,27.0
1658,27.0,26.5,25.0
1659,26.0,25.5,27.0
1660,25.5,26.5,25.5
1661,25.5,26.5,25.5
1662,25.5,26.5,25.5
1663,25.5,25.5,25.5
1664,25.5,25.5,25.5
1665,25.5,25.5,25.5
1666,25.5,25.5,25.5
1667,25.0,26.0,25.0
1668,25.0,26.0,25.0
1669,25.0,26.0,25.0
1670,25.0,26.0,25.0
1671,26.0,26.0,27.0
1672,26.0,26.0,27.0
1673,26.0,26.0,27.0
1674,26.0,26.0,27.0
1675,26.0,26.0,27.0
1676,26.0,26.0,27.0
1677,26.0,26.0,27.0
1678,26.0,26.0,27.0
1679,26.0,26.0,27.0
1680,26.0,26.0,27.0
1681,26.0,26.0,27.0
1682,26.0,26.0,27.0
1683,26.0,26.0,27.0
1684,26.0,26.0,27.0
1685,26.0,26.0,27.0
1686,26.0,26.0,27.0
1687,26.0,25.5,25.5
1688,25.0,25.5,25.0
1689,25.0,25.5,25.0
1690,25.0,25.5,25.0
1691,25.0,25.5,25.5
1692,25.0,25.5,25.5
1693,25.0,25.5,25.5
1694,25.0,25.5,25.5
1695,25.0,25.5,25.5
1696,25.0,25.5,25.5
1697,25.0,25.5,25.5
1698,25.0,25.5,25.5
1699,25.0,25.5,25.5
1700,24.5,26.0,25.5
1701,24.5,26.0,25.5
1702,24.5,26.0,25.5
1703,24.5,26.0,25.5
1704,24.5,26.0,25.5
1705,24.5,26.0,25.5
1706,24.5,26.0,25.5
1707,24.5,26.0,25.5
1708,25.5,25.0,26.5
1709,25.5,25.0,26.5
1710,25.5,25.0,26.5
1711,25.5,25.0,26.5
1712,25.5,26.0,25.5
1713,25.5,26.0,25.5
1714,25.5,26.0,25.5
1715,25.5,26.0,25.5
1716,25.5,26.0,25.5
1717,25.5,26.0,25.5
1718,25.5,26.0,25.5
1719,26.0,25.5,25.5
1720,26.0,25.5,25.5
1721,25.5,26.0,26.0
1722,26.0,26.0,26.5
1723,25.5,25.5,25.0
1724,25.5,25.5,25.0
1725,25.5,25.5,25.0
1726,25.5,25.5,25.0
1727,25.5,25.5,25.0
1728,25.5,25.5,25.0
1729,25.5,25.0,27.0
1730,25.5,25.0,27.0
1731,25.5,25.0,27.0
1732,25.5,25.0,27.0
1733,25.5,25.0,27.0
1734,25.5,25.0,27.0
1735,25.5,25.0,27.0
1736,25.5,25.0,27.0
1737,25.5,25.0,27.0
1738,25.5,25.0,27.0
1739,25.5,25.0,27.0
1740,25.5,25.0,27.0
1741,25.5,25.0,27.0
1742,25.5,25.0,27.0
1743,25.5,25.0,27.0
1744,25.5,25.0,27.0
1745,25.5,25.0,27.0
1746,25.5,25.0,27.0
1747,25.5,25.0,27.0
1748,25.5,25.0,27.0
1749,25.5,25.0,27.0
1750,25.5,25.0,27.0
1751,25.5,25.0,27.0
1752,26.0,25.5,24.5
1753,26.0,25.5,24.5
1754,26.0,25.5,24.5
1755,26.0,25.5,24.5
1756,26.0,25.5,24.5
1757,25.5,25.5,25.5
1758,25.5,25.5,25.5
1759,25.5,25.5,25.5
1760,25.5,25.5,25.5
1761,25.5,25.5,25.5
1762,25.5,25.5,25.5
1763,25.0,26.5,26.0
1764,25.0,26.5,26.0
1765,25.0,26.5,26.0
1766,25.0,26.5,26.0
1767,25.0,26.5,26.0
1768,25.0,26.5,26.0
1769,25.0,26.5,26.0
1770,25.0,26.5,26.0
1771,25.0,26.5,26.0
1772,25.0,26.5,26.0
1773,25.0,26.5,26.0
1774,25.0,26.5,26.0
1775,25.0,26.5,26.0
1776,25.0,26.5,26.0
1777,25.0,26.5,26.0
1778,25.0,26.5,26.0
1779,25.0,26.5,26.0
1780,25.0,26.5,26.0
1781,25.0,26.5,26.0
1782,25.0,26.5,26.0
1783,25.0,26.5,26.0
1784,25.0,26.5,26.0
1785,25.0,26.5,26.0
1786,25.0,26.5,26.0
1787,25.0,26.5,26.0
1788,25.0,26.5,26.0
1789,25.5,26.5,26.5
1790,26.5,24.5,27.0
1791,26.5,24.5,27.0
1792,26.5,24.5,27.0
1793,26.5,24.5,27.0
1794,26.5,24.5,27.0
1795,26.5,24.5,27.0
1796,26.5,24.5,27.0
1797,26.5,24.5,27.0
1798,26.5,24.5,27.0
1799,26.5,24.5,27.0
1800,26.5,24.5,27.0
1801,26.5,24.5,27.0
1802,26.5,24.5,27.0
1803,26.5,24.5,27.0
1804,26.5,26.5,26.0
1805,26.0,25.5,26.0
1806,26.0,25.5,26.0
1807,25.5,25.5,25.5
1808,25.5,25.5,25.5
1809,25.0,26.5,25.0
1810,25.0,26.5,25.0
1811,25.0,26.5,25.0
1812,25.0,26.5,25.0
1813,25.0,26.5,25.0
1814,25.0,26.5,25.0
1815,25.0,26.5,25.0
1816,25.0,26.5,25.0
1817,25.0,26.5,25.0
1818,25.0,26.5,25.0
1819,25.0,26.5,25.0
1820,26.0,26.0,24.5
1821,26.0,26.0,24.5
1822,26.0,26.0,24.5
1823,26.0,26.0,24.5
1824,26.0,26.0,24.5
1825,26.0,26.0,24.5
1826,26.0,26.0,24.5
1827,25.5,26.0,26.0
1828,25.5,26.0,26.0
1829,25.5,26.0,26.0
1830,25.5,26.0,26.0
1831,25.5,26.0,26.0
1832,26.0,25.5,25.5
1833,26.0,25.5,25.5
1834,26.0,25.5,25.5
1835,26.0,25.5,25.5
1836,26.0,25.5,25.5
1837,26.0,25.5,25.5
1838,26.0,25.5,25.5
1839,26.0,25.5,25.5
1840,26.0,25.5,25.5
1841,26.0,25.5,25.5
1842,26.0,25.5,25.5
1843,26.0,26.0,24.5
1844,26.0,26.0,24.5
1845,26.0,26.0,24.5
1846,26.0,26.0,24.5
1847,26.0,26.0,24.5
1848,26.0,26.0,24.5
1849,26.0,26.0,24.5
1850,26.0,26.0,24.5
1851,26.0,26.0,24.5
1852,26.0,26.0,24.5
1853,26.0,26.0,24.5
1854,26.0,26.0,24.5
1855,25.5,26.5,25.5
1856,25.5,26.5,25.5
1857,25.5,25.5,25.5
1858,25.5,25.5,25.5
1859,25.5,25.5,25.5
1860,25.5,26.0,27.0
1861,25.5,26.0,27.0
1862,25.5,26.0,27.0
1863,25.5,26.0,27.0
1864,26.0,26.0,25.5
1865,27.0,25.5,26.5
1866,27.0,25.5,26.5
1867,27.0,25.5,26.5
1868,26.5,24.5,27.0
1869,26.5,24.5,27.0
1870,27.0,25.5,26.5
1871,27.0,25.5,26.5
1872,27.0,25.5,26.5
1873,27.0,25.5,26.5
1874,27.0,25.5,26.5
1875,26.5,26.0,27.0
1876,26.5,26.0,27.0
1877,26.5,26.0,27.0
1878,25.5,26.0,26.0
1879,25.5,26.0,26.0
1880,25.5,26.0,26.0
1881,25.5,26.0,26.0
1882,25.5,26.0,26.0
1883,25.5,26.0,26.0
1884,25.5,26.0,26.0
1885,25.5,26.0,26.0
1886,25.5,26.0,26.0
1887,27.0,25.0,25.5
1888,27.0,25.0,25.5
1889,27.0,25.0,25.5
1890,27.0,25.0,25.5
1891,27.0,25.0,25.5
1892,27.0,25.0,25.5
1893,27.0,25.0,25.5
1894,27.0,25.0,25.5
1895,27.0,25.0,25.5
1896,25.5,26.0,25.5
1897,25.5,26.0,25.5
1898,25.5,26.0,25.5
1899,25.5,26.0,25.5
1900,25.5,26.0,25.5
1901,25.5,26.0,25.5
1902,25.5,26.0,25.5
1903,25.5,26.0,25.5
1904,25.5,26.0,25.5
1905,25.5,26.0,25.5
1906,25.5,26.0,25.5
1907,25.5,25.5,25.5
1908,25.5,25.5,25.5
1909,25.5,25.5,25.5
1910,25.0,25.0,25.0
1911,25.0,25.0,25.0
1912,25.0,25.0,25.0
1913,25.0,25.0,25.0
1914,25.0,25.5,24.5
1915,25.0,25.5,24.5
1916,25.0,25.5,24.5
1917,25.0,25.5,24.5
1918,25.0,25.5,24.5
1919,25.0,25.5,24.5
1920,25.0,25.5,24.5
1921,25.0,25.5,24.5
1922,25.0,25.0,25.0
1923,25.0,25.0,25.0
1924,25.0,25.0,25.0
1925,25.0,25.0,25.0
1926,25.0,25.0,25.0
1927,25.5,26.0,26.0
