0.338940084,-0.119164407,0.338940084
-0.119164407,-0.119164407,0.338940084
0.338940084,-0.119164407,0.381480932
0.338940084,0.423866391,0.338940084
0.338940084,-0.307848394,-0.119164407
0.381480932,-0.307848394,-0.119164407
0.338940084,0.338940084,0.338940084
0.423866391,-0.119164407,0.338940084
-0.307848394,-0.307848394,0.381480932
-0.119164407,0.124912106,-0.119164407
-0.307848394,0.124912106,0.381480932
-0.119164407,0.423866391,-0.307848394
0.381480932,-0.119164407,0.381480932
0.124912106,0.423866391,-0.307848394
-0.307848394,0.423866391,-0.119164407
-0.119164407,-0.119164407,0.124912106
-0.307848394,0.124912106,-0.307848394
-0.119164407,-0.307848394,0.124912106
-0.307848394,0.124912106,-0.119164407
-0.307848394,-0.119164407,0.423866391
-0.307848394,0.423866391,0.41735056
-0.119164407,0.381480932,0.408631504
0.338940084,0.338940084,0.402389467
0.423866391,-0.119164407,0.397059679
0.423866391,-0.307848394,0.391659856
0.124912106,0.338940084,0.3869102
0.423866391,0.381480932,0.380355418
0.381480932,0.381480932,0.372446835
0.423866391,0.400285453,0.364050835
-0.119164407,0.397887915,0.35786885
0.338940084,0.338940084,0.124912106
0.124912106,0.338940084,0.381480932
0.381480932,-0.307848394,-0.119164407
0.381480932,0.381480932,0.124912106
0.124912106,0.124912106,0.423866391
-0.119164407,-0.307848394,-0.307848394
-0.119164407,-0.307848394,0.124912106
0.338940084,0.381480932,-0.307848394
0.423866391,0.124912106,-0.307848394
0.124912106,0.338940084,0.124912106
-0.119164407,-0.119164407,0.381480932
0.124912106,0.423866391,-0.307848394
-0.307848394,-0.307848394,0.423866391
0.124912106,0.338940084,-0.307848394
0.338940084,0.124912106,-0.119164407
0.124912106,0.338940084,0.377180696
-0.119164407,0.338940084,0.381480932
0.381480932,0.124912106,0.376891613
-0.119164407,-0.307848394,0.363611728
0.124912106,-0.119164407,0.348525107
-0.307848394,0.338940084,0.333391964
0.381207764,-0.307848394,0.283818781
0.124912106,0.124912106,0.22211948
0.124912106,-0.119164407,0.172343969
0.338940084,0.232660219,0.134694278
0.338940084,-0.307848394,0.338940084
0.322827935,-0.307848394,0.379987061
-0.119164407,-0.102425113,0.38583684
-0.119164407,-0.067790143,-0.119164407
0.124912106,-0.080775358,0.366051316
-0.119164407,-0.122508854,-0.307848394
-0.119164407,-0.14312087,0.338940084
-0.119164407,-0.163270772,0.338940084
-0.307848394,-0.189824224,0.124912106
-0.119164407,-0.223844081,0.355151743
0.045853443,-0.281077564,0.357511312
0.035680592,-0.343777269,0.353390753
0.216965288,-0.307848394,0.349199504
0.124912106,-0.271473646,-0.066924497
-0.307848394,-0.277305454,-0.136706755
-0.307848394,-0.279640764,-0.172077864
0.141495764,-0.299909532,-0.201975793
0.173677415,-0.352514267,-0.234452382
0.153013423,-0.408276916,-0.267079234
0.123125598,-0.465029866,-0.303404421
0.091402441,-0.522192955,-0.34212783
0.062410377,-0.573625684,-0.395070344
0.033021756,-0.596184313,-0.446995229
0.010953959,-0.610365033,-0.486178935
-0.084052324,-0.622448206,-0.086295575
-0.196285263,-0.678976417,-0.119164407
-0.180250794,-0.600860834,0.030477565
-0.307848394,-0.60742259,0.124409705
-0.070116714,-0.537932634,-0.119164407
-0.119164407,-0.567651093,0.27169019
0.146317676,-0.504955113,0.338940084
0.304093778,-0.361558139,0.371390164
0.337705731,-0.274157673,0.381480932
-0.307848394,-0.256881654,0.124912106
0.124912106,-0.246853471,-0.119164407
-0.307848394,-0.314852059,-0.307848394
0.315379232,-0.203903377,-0.119164407
-0.119164407,-0.234900579,-0.037290175
0.124912106,-0.250264138,-0.067232259
-0.119164407,-0.282683402,-0.097810879
0.307125688,-0.301389426,-0.129506662
0.31803906,-0.346916318,-0.161743402
0.307221234,-0.399356365,-0.194444746
0.277334034,-0.45494172,-0.231444508
0.243150711,-0.512287855,-0.269644082
0.210801959,-0.56505698,-0.304840028
0.181294143,-0.591558218,-0.336269617
0.175408572,-0.594807625,-0.348374397
0.101829238,-0.584550023,0.076584607
-0.028700594,-0.621313512,0.124912106
0.042174287,-0.436777264,0.307149202
-0.119164407,-0.308472306,-0.307848394
0.118787885,-0.3402116,0.325123042
0.234486967,-0.357579738,-0.119164407
0.124912106,-0.293897033,0.124912106
0.345471263,-0.17450507,0.389849424
-0.307848394,-0.021956215,0.423866391
0.338940084,0.036195412,-0.307848394
0.355856657,-0.046289511,0.124912106
0.345928252,-0.140675008,-0.307848394
0.363617629,-0.083064303,-0.119164407
-0.307848394,-0.126491547,-0.00640135
0.34670791,-0.13582477,-0.048113722
-0.119164407,-0.183839649,-0.075117484
0.344102532,-0.178435832,-0.089521199
0.352814198,-0.198578015,-0.098134987
0.338940084,-0.201239198,-0.101447739
0.338940084,-0.307848394,-0.107026108
0.351007909,-0.230345577,-0.119948551
0.349784225,-0.235316247,-0.14135322
0.347643286,-0.247972548,-0.160344899
0.345952958,-0.258330822,-0.175162315
0.326363772,-0.262590528,0.124912106
0.173007533,-0.384016216,0.335189074
-0.119164407,-0.346620619,-0.119164407
