,action1,action2,action3
1928,26.5,26.0,25.0
1929,26.0,24.0,26.0
1930,24.5,24.0,24.0
1931,26.5,26.5,25.0
1932,24.0,24.0,25.5
1933,25.5,26.5,25.0
1934,25.5,26.0,24.5
1935,26.0,26.0,24.0
1936,25.5,25.0,24.5
1937,25.5,24.5,26.0
1938,26.0,26.0,25.0
1939,26.0,25.5,24.5
1940,26.5,24.5,24.5
1941,25.0,24.0,26.5
1942,25.5,26.5,25.5
1943,24.0,26.0,26.0
1944,26.0,25.0,26.0
1945,24.0,25.0,26.0
1946,25.0,26.0,25.5
1947,26.0,25.0,25.0
1948,25.0,25.0,26.5
1949,26.0,26.0,24.0
1950,26.0,25.0,24.0
1951,25.5,26.5,25.5
1952,25.5,26.5,26.5
1953,25.0,24.0,25.0
1954,25.0,25.0,25.5
1955,24.5,25.0,25.0
1956,26.5,25.0,25.5
1957,26.5,24.0,24.0
1958,25.5,25.5,26.0
1959,26.5,26.5,25.5
1960,26.0,25.5,26.0
1961,24.5,24.5,24.5
1962,25.5,26.0,26.0
1963,25.0,25.0,24.5
1964,25.0,24.0,24.5
1965,24.5,26.0,24.5
1966,24.0,25.0,24.5
1967,24.0,24.5,26.5
1968,26.5,26.5,24.5
1969,25.5,26.0,26.5
1970,25.5,26.5,26.0
1971,25.5,25.5,26.0
1972,24.5,25.0,25.0
1973,26.0,24.5,24.0
1974,25.0,24.5,25.5
1975,24.0,25.0,24.5
1976,25.0,24.5,26.0
1977,25.5,25.5,25.5
1978,24.5,26.0,24.5
1979,26.5,25.0,24.5
1980,24.0,26.5,26.0
1981,25.5,24.5,26.5
1982,25.5,25.0,26.5
1983,24.5,25.5,26.5
1984,25.0,26.0,26.0
1985,25.5,26.0,25.5
1986,26.0,24.0,24.5
1987,25.0,25.0,25.0
1988,25.0,25.5,25.5
1989,25.5,25.5,26.5
1990,25.0,26.5,26.5
1991,25.5,24.5,26.0
1992,25.0,26.0,25.0
1993,26.0,25.5,25.5
1994,24.0,26.0,26.0
1995,25.0,25.0,25.0
1996,24.5,25.5,25.5
1997,25.0,26.0,25.5
1998,25.0,26.5,24.5
1999,26.0,25.0,25.5
2000,25.5,25.0,25.0
2001,25.0,25.5,25.5
2002,25.0,25.0,26.0
2003,26.5,26.5,24.0
2004,25.5,25.5,25.0
2005,24.0,25.0,26.0
2006,25.5,26.5,26.5
2007,25.5,26.5,24.0
2008,24.5,25.5,24.0
2009,24.5,26.0,24.5
2010,26.0,26.5,24.0
2011,25.0,24.5,25.0
2012,25.5,26.5,24.0
2013,26.0,24.5,25.5
2014,26.0,26.0,24.0
2015,25.5,24.5,26.5
2016,25.0,26.0,25.5
2017,24.0,26.0,25.5
2018,25.5,26.5,25.5
2019,24.0,26.0,25.0
2020,26.5,26.0,25.5
2021,25.5,25.0,24.0
2022,25.5,26.0,25.5
2023,25.0,25.5,26.0
2024,25.5,25.0,24.5
2025,24.0,26.5,24.0
2026,26.5,25.0,26.5
2027,26.0,26.5,25.0
2028,25.0,24.5,25.5
2029,26.5,24.5,25.5
2030,26.0,25.5,24.5
2031,24.0,26.5,24.5
2032,26.5,26.0,24.5
2033,24.5,25.5,26.0
2034,26.0,26.5,26.5
2035,24.0,26.5,24.5
2036,26.0,26.0,25.0
2037,26.0,26.5,24.5
2038,25.5,25.5,25.5
2039,24.5,25.0,25.5
2040,24.5,24.0,25.5
2041,26.5,25.5,26.5
2042,24.0,25.0,25.5
2043,25.0,26.0,25.5
2044,25.5,24.0,26.5
2045,25.5,24.0,25.5
2046,26.5,26.0,26.5
2047,25.5,26.0,24.5
2048,24.5,24.0,24.0
2049,26.0,25.0,26.0
2050,26.0,26.5,24.0
2051,26.5,25.0,24.5
2052,25.5,26.5,24.0
2053,25.0,24.5,25.5
2054,24.5,26.5,25.5
2055,26.5,24.5,24.5
2056,24.0,24.5,25.0
2057,25.0,25.5,26.0
2058,26.5,25.0,25.5
2059,25.5,26.5,26.0
2060,25.5,25.0,24.5
2061,25.5,26.0,24.5
2062,24.0,26.5,25.0
2063,26.0,25.0,26.0
2064,26.0,26.0,26.5
2065,25.5,24.5,24.0
2066,26.0,24.5,24.5
2067,26.5,26.5,24.5
2068,25.5,24.0,26.5
2069,25.5,24.0,25.5
2070,24.5,25.0,26.5
2071,26.5,26.0,25.0
2072,25.0,26.0,26.0
2073,26.0,26.5,25.5
2074,24.5,26.5,24.5
2075,25.5,26.5,24.5
2076,26.0,26.0,24.5
2077,26.5,26.0,26.0
2078,24.0,25.0,25.0
2079,25.0,24.0,25.5
2080,24.0,26.5,24.0
2081,24.5,25.0,24.5
2082,26.0,26.5,25.0
2083,24.0,25.5,24.5
2084,26.0,25.0,24.5
2085,24.0,25.5,26.5
2086,25.0,25.5,24.5
2087,25.5,24.5,24.0
2088,24.0,26.5,25.0
2089,26.5,25.5,26.0
2090,25.0,26.0,26.0
2091,25.5,25.0,25.5
2092,24.0,24.0,25.5
2093,26.0,26.5,25.5
2094,25.5,24.5,25.5
2095,25.5,26.5,26.5
2096,25.5,24.0,25.5
2097,26.5,26.5,25.0
2098,25.0,24.0,24.0
2099,25.0,25.0,26.5
2100,24.5,24.5,26.0
2101,26.0,25.5,25.0
2102,24.5,24.5,25.5
2103,26.5,26.0,26.5
2104,25.5,26.5,25.0
2105,25.5,26.5,25.0
2106,26.0,24.5,25.5
2107,25.0,26.0,24.0
2108,26.0,25.5,25.5
2109,25.5,26.5,25.5
2110,26.0,24.0,25.0
2111,26.5,24.0,24.5
2112,26.5,26.0,24.5
2113,24.5,26.5,26.5
2114,26.5,25.5,24.0
2115,25.0,24.0,25.5
2116,25.0,26.5,26.0
2117,24.0,25.5,25.0
2118,25.5,24.0,25.5
2119,25.5,25.5,26.0
2120,25.5,26.0,26.0
2121,25.5,26.0,26.0
2122,24.5,26.0,24.5
2123,25.0,26.5,26.5
2124,24.0,25.5,25.0
2125,24.0,26.5,24.0
2126,26.0,26.5,25.0
2127,25.0,25.5,24.0
2128,26.5,26.0,25.0
2129,25.0,24.0,24.0
2130,26.5,26.0,26.5
2131,25.5,25.0,25.5
2132,26.5,26.5,24.5
2133,26.0,25.0,24.5
2134,25.0,24.0,24.0
2135,26.5,24.5,24.0
2136,25.0,24.5,25.5
2137,26.5,24.5,26.5
2138,25.0,26.0,26.5
2139,25.0,26.5,24.5
2140,25.5,26.5,26.5
2141,25.0,26.0,25.0
2142,24.0,25.0,24.5
2143,24.5,25.0,26.5
2144,26.5,25.0,25.5
2145,25.0,26.0,26.5
2146,25.0,25.5,26.0
2147,25.5,25.5,25.5
2148,26.0,25.0,25.0
2149,26.0,26.0,26.5
2150,25.5,25.0,26.0
2151,26.0,24.5,26.0
2152,26.0,24.5,25.5
2153,25.5,25.0,25.5
2154,25.5,25.5,24.5
2155,24.5,26.0,24.0
2156,26.0,25.0,26.5
2157,25.0,26.0,24.5
2158,24.5,26.0,25.5
2159,25.5,25.0,26.5
2160,24.0,26.5,25.0
2161,25.5,25.5,24.5
2162,26.0,25.5,26.0
2163,26.0,26.5,26.5
2164,24.0,26.0,24.0
2165,25.0,25.0,24.5
2166,25.5,25.5,24.0
2167,26.5,26.0,25.5
2168,26.0,25.5,25.0
2169,24.0,25.5,25.0
2170,24.0,25.5,26.0
2171,25.0,24.0,25.5
2172,26.0,25.0,25.0
2173,26.0,26.0,25.5
2174,26.0,26.5,24.0
2175,24.0,24.5,24.5
2176,25.0,25.5,25.0
2177,26.0,24.5,25.5
2178,24.5,24.5,24.0
2179,25.5,25.5,26.0
2180,25.0,26.0,26.0
2181,25.5,25.0,25.0
2182,26.5,24.5,24.5
2183,26.5,24.5,25.0
2184,24.5,25.5,25.5
2185,24.5,25.0,25.0
2186,26.0,25.0,25.5
2187,25.5,24.5,24.5
2188,25.0,25.0,26.5
2189,26.0,26.5,24.5
2190,24.5,24.0,26.0
2191,25.0,24.5,26.5
2192,24.5,26.5,26.5
2193,25.0,26.0,24.0
2194,25.5,25.5,24.5
2195,25.0,25.5,26.0
2196,26.5,25.5,25.5
2197,25.0,26.5,24.5
2198,26.5,24.5,25.5
2199,26.5,26.0,25.0
2200,25.5,25.0,25.0
2201,24.0,26.5,26.5
2202,24.5,25.5,24.0
2203,25.5,25.5,24.0
2204,24.0,26.5,26.0
2205,26.5,25.5,24.5
2206,26.0,25.0,26.0
2207,24.5,26.0,26.0
2208,26.0,26.0,26.0
2209,25.5,24.0,24.5
2210,26.5,26.0,24.5
2211,25.0,26.5,25.5
2212,25.0,24.5,25.5
2213,25.5,26.5,24.0
2214,26.0,26.0,26.0
2215,26.5,25.5,26.5
2216,26.0,26.5,24.5
2217,25.5,24.0,24.0
2218,26.5,26.5,26.5
2219,25.0,25.5,25.0
2220,26.5,26.5,25.5
2221,26.5,24.0,24.5
2222,24.0,24.5,24.5
2223,24.5,25.0,25.5
2224,26.5,26.5,24.0
2225,26.0,25.5,26.0
2226,26.0,25.5,26.5
2227,26.0,25.0,25.5
2228,25.5,24.0,25.0
2229,26.5,25.5,26.0
2230,26.5,24.0,26.5
2231,25.0,25.0,26.5
2232,24.5,25.5,26.5
2233,24.5,24.0,26.5
2234,26.5,25.5,26.0
2235,25.0,26.0,25.5
2236,25.0,25.0,24.5
2237,26.0,24.0,25.0
2238,26.0,26.5,25.5
2239,26.0,25.0,25.0
2240,25.5,25.5,25.5
2241,25.0,26.5,26.0
2242,24.5,26.0,26.5
2243,25.5,25.0,26.5
2244,26.5,25.5,24.5
2245,26.5,26.0,25.0
2246,25.0,25.0,25.5
2247,25.5,26.0,26.0
2248,26.0,25.0,25.0
2249,24.0,25.5,25.0
2250,26.5,26.5,24.0
2251,24.5,25.0,24.5
2252,26.5,26.5,26.0
2253,26.5,25.5,25.5
2254,26.0,25.0,24.5
2255,25.5,25.0,26.5
2256,26.5,25.0,24.5
2257,25.0,26.5,24.0
2258,24.0,24.0,26.5
2259,26.0,26.0,24.5
2260,26.5,24.0,26.5
2261,26.0,25.5,24.0
2262,25.0,25.5,25.5
2263,26.0,26.0,25.5
2264,25.0,26.0,25.0
2265,24.0,25.0,24.5
2266,24.0,25.0,26.5
2267,25.0,24.0,26.0
2268,24.0,24.0,25.0
2269,25.5,25.0,24.5
2270,24.5,25.0,24.5
2271,26.5,24.5,26.5
2272,25.5,25.5,24.0
2273,24.5,24.0,24.0
2274,26.0,26.5,26.0
2275,24.0,26.0,26.5
2276,26.5,24.0,26.5
2277,26.0,25.5,26.0
2278,25.5,24.0,26.5
2279,26.5,25.0,26.5
2280,24.0,25.0,24.0
2281,24.0,24.0,26.0
2282,24.5,26.0,24.0
2283,26.0,26.0,25.0
2284,25.5,26.0,24.5
2285,25.5,25.0,26.5
2286,26.0,26.5,24.5
2287,25.0,25.5,26.0
2288,25.0,24.0,25.0
2289,24.0,24.0,25.5
2290,24.0,24.5,25.5
2291,26.5,25.5,24.0
2292,24.0,24.0,24.0
2293,25.5,24.5,25.5
2294,24.5,26.5,26.5
2295,26.0,25.0,26.5
2296,24.5,25.0,26.5
2297,25.0,25.5,24.0
2298,25.5,26.0,25.0
2299,25.0,24.0,25.0
2300,25.0,26.0,25.5
2301,25.0,25.5,26.5
2302,25.5,25.5,26.0
2303,26.0,24.5,26.0
2304,24.0,25.5,26.0
2305,24.5,24.0,26.0
2306,26.5,26.5,24.5
2307,24.5,26.5,24.5
2308,24.0,26.0,24.5
2309,25.0,26.0,24.5
2310,26.5,26.5,24.5
2311,26.0,24.5,24.0
2312,26.0,25.5,26.0
2313,24.0,24.0,24.0
2314,24.0,24.0,26.0
2315,24.5,25.5,25.5
2316,25.0,24.0,25.0
2317,25.0,26.5,25.0
2318,25.0,24.5,24.0
2319,25.5,25.5,26.0
2320,26.0,24.5,26.5
2321,24.5,24.0,24.5
2322,24.5,25.5,25.5
2323,26.0,26.0,26.0
2324,25.5,25.5,24.5
2325,24.0,25.5,26.5
2326,24.5,26.0,25.5
2327,25.0,26.5,24.5
2328,24.5,24.5,26.0
2329,26.0,25.5,25.0
2330,25.0,25.0,26.5
2331,26.5,24.5,24.5
2332,26.0,26.0,25.5
2333,25.0,25.0,26.5
2334,26.5,24.5,24.5
2335,26.5,26.5,26.5
2336,25.0,26.0,25.5
2337,26.5,25.5,26.5
2338,25.0,26.0,26.0
2339,26.0,25.5,25.0
2340,24.0,24.5,26.5
2341,24.0,25.0,24.0
2342,25.5,25.0,25.0
2343,24.0,26.0,25.0
2344,26.0,25.5,24.5
2345,26.0,24.5,26.5
2346,26.5,24.5,25.0
2347,24.0,24.0,25.5
2348,24.0,25.0,26.5
2349,25.0,26.0,24.5
2350,26.5,25.0,26.0
2351,24.5,24.0,25.5
2352,24.5,24.5,26.0
2353,26.5,26.0,24.0
2354,25.0,25.0,24.0
2355,24.0,24.0,26.5
2356,26.5,25.5,24.5
2357,25.5,25.0,25.0
2358,24.5,24.0,25.0
2359,25.5,26.0,26.0
2360,26.5,24.0,26.5
2361,25.5,26.5,24.0
2362,25.0,26.5,25.5
2363,26.5,25.0,25.5
2364,24.0,24.0,24.5
2365,24.0,26.5,25.5
2366,25.0,24.5,26.0
2367,26.0,26.5,25.0
2368,26.0,24.0,25.0
2369,25.5,24.5,24.0
2370,26.5,25.0,26.0
2371,24.5,25.0,26.5
2372,24.5,24.0,24.0
2373,24.0,24.5,24.5
2374,25.5,26.5,25.5
2375,25.5,26.0,24.0
2376,26.0,24.5,25.0
2377,26.0,24.0,24.0
2378,25.0,25.5,24.5
2379,26.0,24.0,25.5
2380,26.0,26.0,25.0
2381,25.5,26.5,24.0
2382,25.5,25.0,25.5
2383,25.0,24.5,24.5
2384,25.5,26.5,25.0
2385,25.0,25.0,24.5
2386,26.0,24.0,25.0
2387,24.0,24.0,25.0
2388,24.0,26.5,24.5
2389,26.5,25.5,26.5
2390,25.5,25.5,25.0
2391,24.0,25.5,25.5
2392,25.0,25.5,25.5
2393,25.0,26.0,24.5
2394,25.5,24.0,24.5
2395,25.5,26.0,24.5
2396,25.0,26.0,24.0
2397,26.0,25.5,25.5
2398,26.5,25.5,26.5
2399,26.0,24.5,24.5
2400,25.5,25.0,26.0
2401,24.5,24.5,24.5
2402,26.0,24.5,24.5
2403,24.5,26.5,24.5
2404,25.5,26.5,26.5
2405,26.5,26.0,26.5
2406,26.5,24.0,26.5
2407,25.0,25.0,26.0
2408,24.5,25.5,26.0
2409,26.0,26.5,24.5
2410,24.5,26.5,25.0
2411,26.5,25.0,24.5
2412,25.5,25.0,24.5
2413,24.5,25.5,24.0
2414,26.0,25.0,25.5
2415,24.0,25.5,25.5
2416,26.5,26.5,25.0
2417,25.0,24.0,25.0
2418,24.5,26.5,24.0
2419,25.0,26.5,25.5
2420,24.0,25.5,26.5
2421,25.5,24.5,26.5
2422,24.5,26.0,26.5
2423,25.5,25.5,25.0
2424,25.0,25.5,25.5
2425,25.0,24.5,24.5
2426,25.0,25.5,24.5
2427,26.5,25.5,25.0
2428,26.0,25.0,26.0
2429,25.0,25.5,25.5
2430,25.5,26.0,26.5
2431,25.5,26.0,26.5
2432,24.0,26.5,24.0
2433,24.5,25.5,24.5
2434,26.0,24.5,26.0
2435,25.0,24.0,24.5
2436,25.5,25.5,26.0
2437,26.5,24.5,26.5
2438,25.0,25.5,24.0
2439,24.5,24.5,26.5
2440,26.5,26.0,24.0
2441,25.0,25.5,25.5
2442,25.0,25.5,26.5
2443,26.5,26.5,25.5
2444,25.0,26.0,24.5
2445,26.0,25.0,25.0
2446,26.5,26.5,26.0
2447,25.5,26.0,25.5
2448,25.5,25.5,25.5
2449,25.5,25.5,24.5
2450,24.5,26.0,25.5
2451,26.5,24.5,25.0
2452,25.0,24.5,26.5
2453,26.5,26.0,24.0
2454,25.5,24.5,26.0
2455,25.5,25.0,26.0
2456,25.5,26.0,26.5
2457,26.0,25.5,25.5
2458,24.5,26.0,26.5
2459,24.0,25.0,25.0
2460,26.0,25.5,24.5
2461,26.5,25.5,24.5
2462,24.0,26.5,24.5
2463,24.0,26.5,26.0
2464,26.0,26.5,26.0
2465,24.5,24.0,24.5
2466,26.5,26.0,25.5
2467,26.5,24.0,24.5
2468,24.5,25.0,26.0
2469,26.0,26.0,25.0
2470,24.0,26.0,26.0
2471,24.5,24.0,26.5
2472,26.0,24.5,24.5
2473,26.5,24.0,25.5
2474,26.0,25.5,26.0
2475,25.5,25.5,26.5
2476,24.0,26.0,24.5
2477,24.5,25.0,25.5
2478,25.0,26.0,25.0
2479,26.0,24.0,26.5
2480,24.0,26.5,25.5
2481,24.0,24.0,25.5
2482,25.0,25.0,24.0
2483,24.0,25.0,25.0
2484,24.5,26.5,25.0
2485,25.5,26.5,26.0
2486,24.0,24.5,25.5
2487,26.5,25.0,24.0
2488,26.5,26.0,25.5
2489,25.0,24.0,24.5
2490,25.0,26.5,25.5
2491,24.5,25.0,24.0
2492,26.0,25.5,24.5
2493,25.5,26.0,25.5
2494,24.5,25.5,25.0
2495,24.5,26.0,25.5
2496,26.0,26.0,26.0
2497,24.5,25.0,26.5
2498,25.0,24.0,24.5
2499,25.5,25.5,25.0
2500,26.5,24.0,25.0
2501,24.0,24.5,26.5
2502,26.5,24.5,26.0
2503,25.0,25.0,25.0
2504,25.5,26.0,24.0
2505,26.5,26.0,25.0
2506,26.5,26.5,25.5
2507,24.0,26.5,26.5
2508,26.5,26.0,25.5
2509,25.5,25.0,24.5
2510,25.5,26.0,24.5
2511,25.5,26.5,25.0
2512,24.5,26.5,24.5
2513,25.0,25.0,26.5
2514,24.5,25.0,25.0
2515,24.0,25.5,24.0
2516,24.0,25.0,24.0
2517,24.5,26.5,25.0
2518,25.5,26.5,26.5
2519,25.0,26.0,25.0
2520,25.0,24.0,25.0
2521,24.5,24.5,25.5
2522,24.0,26.5,25.5
2523,24.0,24.0,26.5
2524,25.0,24.5,24.5
2525,25.5,25.0,26.5
2526,25.5,26.5,25.0
2527,25.5,25.5,26.0
2528,25.5,26.5,24.5
2529,26.5,26.5,25.5
2530,26.0,25.5,24.0
2531,26.0,26.0,25.5
2532,26.0,25.0,24.5
2533,24.0,25.0,26.0
2534,26.5,26.0,25.5
2535,25.0,26.5,24.5
2536,25.0,24.0,25.0
2537,26.0,25.0,25.0
2538,24.5,26.0,26.0
2539,25.0,25.5,24.5
2540,25.0,24.5,24.5
2541,26.5,24.5,26.0
2542,24.5,26.0,24.0
2543,26.0,24.5,24.5
2544,26.5,26.0,24.0
2545,25.0,25.5,25.5
2546,26.0,24.5,26.0
2547,25.5,26.0,25.5
2548,25.5,24.5,24.0
2549,26.5,24.5,24.5
2550,25.5,25.0,26.0
2551,26.0,25.5,26.5
2552,24.0,25.0,25.5
2553,26.0,26.0,24.0
2554,24.5,24.5,25.0
2555,26.0,26.5,24.0
2556,25.0,25.5,26.0
2557,25.5,25.0,24.5
2558,26.5,24.5,24.5
2559,26.5,24.0,25.0
2560,26.5,25.0,26.5
2561,26.0,26.5,25.0
2562,26.0,24.5,24.5
2563,24.5,26.5,25.0
2564,25.0,24.0,25.5
2565,24.5,26.5,26.0
2566,26.5,26.5,25.5
2567,25.5,25.5,25.0
2568,26.5,26.5,25.0
2569,25.5,26.0,24.5
2570,26.5,25.0,26.5
2571,25.5,26.0,26.0
2572,26.5,26.0,24.5
2573,24.5,26.5,24.0
2574,26.5,25.0,25.0
2575,24.0,25.0,26.5
2576,25.0,24.0,26.0
2577,24.5,26.0,26.5
2578,26.0,26.5,25.5
2579,25.5,26.5,25.0
2580,24.5,25.0,25.5
2581,26.0,25.5,26.0
2582,26.0,26.5,24.5
2583,24.0,26.5,25.0
2584,25.0,26.0,26.0
2585,25.5,25.5,24.5
2586,24.0,26.0,26.0
2587,24.5,26.5,25.5
2588,25.5,25.5,24.5
2589,26.0,24.5,24.5
2590,26.5,25.0,26.0
2591,26.5,24.0,26.5
2592,25.5,25.5,26.5
2593,25.0,25.0,26.5
2594,26.0,25.0,24.5
2595,26.5,25.5,24.5
2596,26.5,26.0,25.5
2597,25.5,25.0,25.0
2598,25.5,25.0,25.5
2599,26.5,25.0,25.0
2600,25.0,26.5,25.0
2601,24.0,26.5,25.0
2602,26.0,25.0,26.0
2603,26.5,26.0,26.0
2604,25.5,25.5,25.5
2605,26.0,24.0,24.0
2606,24.5,25.0,25.0
2607,24.5,25.0,26.0
2608,26.5,26.0,24.5
2609,25.0,26.0,26.5
2610,25.0,25.0,24.0
2611,25.0,24.5,24.5
2612,24.5,25.0,24.0
2613,24.0,25.5,25.5
2614,24.0,26.5,26.5
2615,25.0,26.5,25.0
2616,25.0,25.0,25.5
2617,25.5,26.0,26.0
2618,25.5,24.5,26.0
2619,24.0,26.5,24.0
2620,25.5,24.0,26.5
2621,25.5,24.5,25.0
2622,25.5,25.5,24.5
2623,25.0,25.0,26.0
2624,24.0,25.0,25.5
2625,26.0,24.5,26.5
2626,26.0,26.5,26.5
2627,25.5,25.5,26.5
2628,24.5,26.0,26.0
2629,26.0,24.5,25.0
2630,25.0,25.0,26.0
2631,25.0,26.0,25.5
2632,26.5,24.5,25.5
2633,25.5,25.0,24.5
2634,26.0,25.5,26.5
2635,26.0,24.5,24.0
2636,26.0,24.0,26.5
2637,25.0,26.0,24.0
2638,25.5,25.5,24.0
2639,25.0,26.0,24.5
2640,26.5,25.5,26.0
2641,26.0,26.5,25.5
2642,25.0,25.0,25.5
2643,25.0,25.0,24.5
2644,26.0,26.5,24.5
2645,26.5,24.5,25.0
2646,25.0,24.5,25.0
2647,26.5,26.5,26.0
2648,26.0,26.0,24.5
2649,25.5,25.5,26.0
2650,24.0,26.5,26.5
2651,24.0,26.0,26.5
2652,26.0,26.0,26.0
2653,26.5,25.0,26.0
2654,24.5,24.0,26.5
2655,26.5,24.5,26.0
2656,25.5,24.5,26.5
2657,26.0,26.0,24.0
2658,25.5,26.0,25.0
2659,26.5,26.5,26.5
2660,26.0,24.0,25.0
2661,26.0,26.0,25.5
2662,25.0,26.0,25.0
2663,25.5,25.0,26.5
2664,24.0,26.0,26.5
2665,26.0,25.0,26.5
2666,26.5,25.5,25.5
2667,24.5,24.5,24.5
2668,26.5,25.5,24.0
2669,24.0,25.5,25.0
2670,25.5,25.0,26.5
2671,25.5,24.5,26.5
2672,26.5,25.5,25.0
2673,25.5,24.5,26.0
2674,24.5,25.0,24.5
2675,26.5,26.5,25.0
2676,26.0,24.0,25.5
2677,25.0,25.5,26.0
2678,25.0,26.5,24.0
2679,26.0,24.5,26.0
2680,26.0,25.5,25.0
2681,25.5,24.5,26.0
2682,26.5,24.0,25.5
2683,26.0,26.5,24.5
2684,25.0,26.5,26.0
2685,25.5,24.0,26.5
2686,25.5,24.0,25.0
2687,26.5,24.5,24.0
2688,25.0,24.0,24.5
2689,26.5,25.5,25.0
2690,25.0,25.5,26.5
2691,25.0,25.5,25.5
2692,24.0,25.0,26.0
2693,26.5,26.5,24.0
2694,25.5,24.0,24.0
2695,24.5,25.0,24.5
2696,26.5,26.0,24.0
2697,26.5,25.5,24.5
2698,25.0,26.5,25.5
2699,26.5,24.0,25.5
2700,26.0,24.0,26.5
2701,25.5,26.5,24.0
2702,25.5,24.0,24.0
2703,26.5,25.0,26.0
2704,25.5,26.0,24.0
2705,26.0,24.0,25.0
2706,25.0,26.0,26.0
2707,24.0,25.0,26.5
2708,24.0,25.5,26.5
2709,26.0,25.5,26.0
2710,26.5,26.5,24.0
2711,25.5,25.5,25.5
2712,26.5,24.5,26.0
2713,25.0,25.0,25.0
2714,24.0,26.0,25.5
2715,24.0,26.0,25.0
2716,25.5,24.5,24.5
2717,26.5,25.5,24.5
2718,26.0,26.0,26.5
2719,26.0,25.0,26.5
2720,25.0,26.5,24.0
2721,24.5,25.5,26.0
2722,25.0,25.0,25.5
2723,25.5,25.5,24.5
2724,25.5,26.0,25.0
2725,24.0,26.5,25.0
2726,26.5,25.0,26.5
2727,25.5,25.5,25.0
2728,24.0,25.0,25.0
2729,24.5,25.5,24.5
2730,25.0,24.5,26.5
2731,26.0,26.5,25.5
2732,24.5,25.0,24.0
2733,24.0,26.0,26.5
2734,26.0,25.5,26.5
2735,26.5,26.0,25.5
2736,25.5,26.0,25.5
2737,26.0,25.5,26.0
2738,24.5,24.0,26.5
2739,24.0,26.0,25.0
2740,26.5,26.0,26.0
2741,25.5,25.5,25.5
2742,26.0,25.0,25.0
2743,26.5,26.5,24.5
2744,26.0,26.0,24.0
2745,26.0,24.5,26.5
2746,25.5,24.5,26.0
2747,24.5,24.0,26.5
2748,26.5,24.5,24.5
2749,24.5,24.0,24.0
2750,25.0,26.5,25.5
2751,25.5,26.0,26.0
2752,24.0,24.5,26.5
2753,26.0,25.0,26.0
2754,26.5,25.0,26.5
2755,26.5,24.5,26.0
2756,26.5,26.0,26.5
2757,25.5,25.5,26.0
2758,26.0,25.5,24.5
2759,26.5,24.0,25.5
2760,24.5,25.5,25.0
2761,25.0,25.5,26.5
2762,25.0,24.0,25.5
2763,24.5,24.0,24.0
2764,26.5,26.0,25.5
2765,26.5,24.0,26.5
2766,26.0,24.0,25.5
2767,26.5,26.5,25.0
2768,26.5,26.5,25.0
2769,26.0,26.0,26.0
2770,26.0,24.5,26.0
2771,26.5,25.0,25.0
2772,26.0,26.5,25.5
2773,25.0,26.0,26.5
2774,25.5,25.5,24.5
2775,24.0,25.0,25.5
2776,26.0,26.0,25.0
2777,25.5,24.0,24.0
2778,25.0,26.0,26.5
2779,25.5,25.0,24.0
2780,26.0,26.5,26.0
2781,26.0,26.0,24.5
2782,24.5,26.0,25.0
2783,24.5,26.5,24.5
2784,25.0,26.5,24.5
2785,26.0,25.5,24.0
2786,24.5,24.0,24.0
2787,25.0,26.0,26.5
2788,24.0,24.0,24.0
2789,26.0,26.5,25.0
2790,24.0,25.0,25.0
2791,25.5,24.0,26.0
2792,26.5,26.5,26.5
2793,24.0,25.0,25.0
2794,25.5,26.5,24.0
2795,26.5,26.5,24.5
2796,25.0,26.0,26.0
2797,26.5,25.0,25.0
2798,25.0,26.0,26.5
2799,26.0,24.5,25.0
2800,25.0,26.0,26.0
2801,26.5,26.0,24.5
2802,25.5,26.5,26.0
2803,24.5,24.0,25.5
2804,26.0,26.0,25.5
2805,26.5,24.5,24.5
2806,26.5,24.0,25.5
2807,26.0,25.5,24.5
2808,25.0,26.5,24.0
2809,24.5,24.5,26.0
2810,24.0,25.0,24.5
2811,24.0,24.0,24.0
2812,26.5,24.0,24.5
2813,26.5,25.5,26.0
2814,26.0,25.0,25.5
2815,26.5,25.5,26.5
2816,25.0,26.5,26.5
2817,26.0,25.0,26.0
2818,26.0,24.5,26.0
2819,26.5,24.5,25.0
2820,24.5,26.5,26.0
2821,26.0,26.0,26.0
2822,26.0,24.5,26.5
2823,25.0,26.0,26.0
2824,25.0,26.5,26.0
2825,26.5,24.0,25.5
2826,24.5,26.5,25.0
2827,25.0,25.0,26.5
2828,25.5,26.0,26.5
2829,26.5,26.5,26.5
2830,25.5,25.0,24.5
2831,26.5,26.5,26.5
2832,24.5,25.0,26.0
2833,24.5,24.5,26.5
2834,26.5,25.0,25.5
2835,25.0,25.0,24.0
2836,26.0,24.0,25.0
2837,25.0,26.5,26.5
2838,25.5,26.5,26.5
2839,26.0,26.0,24.5
2840,25.0,24.0,24.0
2841,25.0,26.5,24.5
2842,25.5,24.5,26.5
2843,25.0,25.5,24.5
2844,24.5,26.5,24.5
2845,26.0,25.5,25.0
2846,26.5,26.0,24.0
2847,25.5,25.5,24.5
2848,26.5,26.0,25.0
2849,26.0,24.0,24.5
2850,26.5,26.0,26.0
2851,26.5,24.0,25.0
2852,25.5,24.0,25.0
2853,24.0,24.0,26.0
2854,26.0,26.0,25.5
2855,24.5,25.0,25.0
2856,24.0,25.5,25.5
2857,25.0,25.5,25.5
2858,26.5,26.0,25.0
2859,26.5,24.5,24.5
