,action1,action2,action3
996,25.0,26.0,25.5
997,24.0,25.5,24.0
998,24.0,24.5,24.5
999,24.0,25.5,25.5
1000,26.0,26.0,24.5
1001,24.5,24.5,26.5
1002,25.5,25.0,25.5
1003,24.5,26.5,25.5
1004,26.5,25.0,25.5
1005,25.0,26.5,25.5
1006,25.5,26.0,25.0
1007,26.0,24.0,25.5
1008,24.5,25.0,25.5
1009,25.0,25.5,26.5
1010,26.0,25.0,26.5
1011,26.5,24.5,26.5
1012,25.5,25.5,26.0
1013,26.5,25.5,25.5
1014,26.5,26.0,25.0
1015,26.0,24.5,26.5
1016,25.5,25.0,25.5
1017,24.0,26.0,26.0
1018,25.5,26.0,25.0
1019,24.0,25.5,25.5
1020,26.0,26.5,25.5
1021,26.5,26.5,26.0
1022,25.0,26.5,25.5
1023,25.5,25.0,24.0
1024,26.0,24.5,26.5
1025,24.5,26.0,24.0
1026,24.0,25.5,26.0
1027,25.0,25.0,25.0
1028,25.0,26.0,25.5
1029,24.5,25.5,24.5
1030,25.0,26.5,26.5
1031,24.5,26.0,24.0
1032,25.5,24.5,26.0
1033,26.5,26.5,26.5
1034,25.5,26.0,26.0
1035,24.0,25.5,26.0
1036,26.5,24.0,25.0
1037,26.5,26.0,25.5
1038,25.0,24.0,24.5
1039,26.5,25.5,25.5
1040,24.0,26.0,25.5
1041,25.5,24.5,26.5
1042,25.5,25.0,26.5
1043,24.5,25.5,25.5
1044,24.0,24.5,25.5
1045,24.5,24.0,24.0
1046,25.5,25.0,24.0
1047,24.5,25.5,25.5
1048,26.0,25.5,25.5
1049,26.0,26.0,24.0
1050,24.5,25.5,26.5
1051,25.0,26.0,26.5
1052,24.5,25.5,24.5
1053,26.5,25.0,26.5
1054,24.5,26.0,26.0
1055,24.5,24.5,25.5
1056,25.5,25.0,26.0
1057,24.0,26.5,26.5
1058,24.5,26.5,24.5
1059,25.0,24.0,26.0
1060,24.5,24.0,26.0
1061,24.5,26.0,25.0
1062,26.0,24.0,26.5
1063,25.0,26.5,25.5
1064,24.0,26.5,24.5
1065,26.0,25.5,26.0
1066,25.5,26.0,26.0
1067,25.5,25.5,26.5
1068,25.5,24.0,24.5
1069,25.0,26.5,25.0
1070,25.5,24.5,24.5
1071,26.5,25.5,25.5
1072,26.5,25.5,26.0
1073,24.0,26.5,25.0
1074,26.5,25.0,25.5
1075,26.0,25.5,26.5
1076,25.0,24.5,24.5
1077,25.5,24.0,25.5
1078,24.5,24.0,24.0
1079,26.0,24.5,24.0
1080,26.5,24.0,25.5
1081,25.0,26.0,25.5
1082,25.0,26.5,26.5
1083,25.5,26.0,25.0
1084,24.0,24.5,25.0
1085,25.0,26.0,26.0
1086,24.5,24.0,25.0
1087,24.5,25.0,25.0
1088,26.5,26.5,26.0
1089,26.5,24.5,25.0
1090,26.0,25.0,24.5
1091,24.0,26.5,24.5
1092,24.0,25.0,24.5
1093,25.0,26.0,24.5
1094,26.5,26.0,24.0
1095,24.0,26.5,25.0
1096,26.5,26.0,24.0
1097,25.5,24.5,25.0
1098,26.5,26.5,26.5
1099,25.0,25.5,26.5
1100,25.0,26.5,24.0
1101,25.0,25.5,24.5
1102,24.5,26.0,25.0
1103,26.5,25.5,25.0
1104,24.0,25.5,24.0
1105,25.0,24.5,26.0
1106,25.5,25.0,24.0
1107,26.0,25.5,25.0
1108,26.5,25.0,26.0
1109,26.0,26.5,24.0
1110,26.0,26.5,24.0
1111,24.5,25.5,26.0
1112,25.0,25.5,26.5
1113,25.5,24.5,24.5
1114,26.5,24.0,26.0
1115,24.5,26.0,26.0
1116,24.5,26.5,25.5
1117,25.5,26.5,25.5
1118,24.0,26.5,26.0
1119,26.5,26.0,24.5
1120,25.0,25.0,24.5
1121,25.0,24.5,26.5
1122,25.0,25.0,26.0
1123,26.5,26.5,24.0
1124,26.5,26.0,26.0
1125,25.0,25.0,26.5
1126,26.0,26.0,24.5
1127,26.5,26.5,24.5
1128,25.0,24.5,26.5
1129,25.5,26.0,26.0
1130,26.5,25.0,26.5
1131,26.5,25.5,25.5
1132,26.0,25.5,26.0
1133,25.0,26.5,25.0
1134,25.0,25.0,26.5
1135,24.0,24.5,25.0
1136,26.0,25.5,24.5
1137,25.0,26.0,26.0
1138,26.0,26.0,26.5
1139,25.0,24.0,26.5
1140,26.5,25.5,24.5
1141,26.0,25.0,26.0
1142,26.5,24.0,25.5
1143,24.0,26.5,25.0
1144,24.5,25.0,24.0
1145,26.0,26.0,24.0
1146,26.0,26.5,25.5
1147,24.0,24.5,25.5
1148,26.0,26.0,24.0
1149,25.0,25.0,25.5
1150,26.0,25.0,25.0
1151,26.5,25.5,24.0
1152,25.5,26.5,24.0
1153,24.5,24.5,26.5
1154,25.0,26.0,26.5
1155,26.5,24.5,26.5
1156,25.5,25.5,26.0
1157,24.5,26.5,25.5
1158,24.0,24.0,24.0
1159,25.5,26.5,26.5
1160,26.5,25.5,24.5
1161,25.5,25.5,24.5
1162,26.5,24.0,26.0
1163,24.0,26.0,24.5
1164,25.5,25.0,24.5
1165,26.5,24.5,25.5
1166,25.5,24.5,25.5
1167,25.0,26.0,24.0
1168,26.0,26.0,26.0
1169,24.0,25.5,26.0
1170,25.0,25.5,26.5
1171,26.5,25.5,25.5
1172,24.5,24.0,25.0
1173,25.5,26.0,26.0
1174,25.0,24.5,25.5
1175,24.5,25.5,24.0
1176,24.0,26.5,26.0
1177,24.5,25.5,24.5
1178,25.0,25.5,24.5
1179,26.5,26.0,25.0
1180,24.0,26.5,24.0
1181,24.0,26.0,25.0
1182,25.0,25.5,25.5
1183,25.5,24.0,25.0
1184,24.5,26.0,25.0
1185,24.5,24.0,24.0
1186,26.5,26.5,24.5
1187,24.5,25.0,26.5
1188,24.5,26.5,25.0
1189,25.0,25.0,24.0
1190,26.0,26.5,26.0
1191,26.0,25.5,25.0
1192,26.5,24.5,24.5
1193,26.5,25.5,25.0
1194,26.0,26.0,25.0
1195,24.5,24.5,26.0
1196,25.0,26.5,25.0
1197,26.0,25.0,25.5
1198,25.0,24.5,24.0
1199,26.0,26.0,25.0
1200,25.0,25.5,26.5
1201,25.0,26.0,26.0
1202,25.0,25.5,26.0
1203,24.0,26.5,25.5
1204,26.5,26.5,26.0
1205,25.0,25.0,24.5
1206,25.5,25.0,24.5
1207,25.5,24.5,26.5
1208,24.5,25.5,25.5
1209,25.0,25.5,25.5
1210,26.0,25.5,24.0
1211,24.5,26.5,24.0
1212,26.5,24.5,26.0
1213,26.5,25.5,26.5
1214,26.5,24.0,25.0
1215,24.5,26.5,26.0
1216,25.5,25.0,26.5
1217,25.5,26.5,26.5
1218,25.0,26.5,25.5
1219,25.0,25.5,24.5
1220,25.0,25.0,26.5
1221,26.0,25.5,25.5
1222,26.5,24.5,25.0
1223,25.0,25.5,25.0
1224,26.0,26.5,25.5
1225,26.5,24.5,26.0
1226,25.5,24.5,25.5
1227,24.5,26.5,26.0
1228,25.0,25.5,24.0
1229,24.5,24.5,25.5
1230,24.0,25.0,24.0
1231,24.5,26.5,24.5
1232,25.5,24.0,25.0
1233,25.0,25.5,26.5
1234,25.0,26.0,26.5
1235,25.5,25.0,26.0
1236,24.0,25.5,26.0
1237,25.5,24.0,26.5
1238,25.0,24.5,25.5
1239,26.0,25.5,25.5
1240,25.5,26.0,25.0
1241,26.5,24.5,25.0
1242,25.5,25.0,26.0
1243,26.0,24.5,24.5
1244,26.5,26.0,26.0
1245,26.5,24.5,24.5
1246,25.0,26.5,24.5
1247,26.0,25.5,24.0
1248,26.0,25.5,25.5
1249,24.0,24.0,25.5
1250,26.0,26.0,25.0
1251,25.5,24.5,26.0
1252,24.5,25.0,25.0
1253,25.5,24.0,26.0
1254,24.0,25.5,26.5
1255,24.0,26.5,25.5
1256,26.5,25.0,25.0
1257,26.5,24.0,24.5
1258,24.5,24.5,24.0
1259,25.5,25.5,25.5
1260,26.0,25.5,24.0
1261,24.5,24.5,25.5
1262,25.0,26.5,24.5
1263,25.0,26.0,25.5
1264,25.0,24.0,24.5
1265,24.5,25.5,26.0
1266,24.5,24.5,24.0
1267,25.5,24.5,26.5
1268,25.5,24.5,25.5
1269,24.5,24.5,24.0
1270,26.5,26.0,26.0
1271,25.0,26.0,26.5
1272,25.5,26.5,26.5
1273,26.5,24.0,26.0
1274,26.0,25.0,25.5
1275,25.5,25.0,24.5
1276,24.5,25.0,25.0
1277,26.5,24.5,25.5
1278,25.0,24.5,26.5
1279,26.5,25.0,25.5
1280,25.0,25.5,26.5
1281,25.0,26.0,26.5
1282,26.5,24.5,25.5
1283,25.5,25.0,26.0
1284,26.0,26.5,24.5
1285,26.5,25.0,24.5
1286,24.0,25.0,25.5
1287,25.0,24.0,25.5
1288,24.0,26.0,26.5
1289,24.5,24.5,25.0
1290,25.0,26.5,24.0
1291,26.0,25.0,24.5
1292,26.0,25.5,24.5
1293,25.0,24.5,24.5
1294,26.0,25.0,26.0
1295,24.5,25.5,25.0
1296,24.0,25.0,24.0
1297,25.5,25.5,26.5
1298,26.5,24.0,26.0
1299,25.5,25.0,25.0
1300,24.5,24.5,24.0
1301,25.0,26.5,25.0
1302,25.0,24.0,24.0
1303,24.5,24.0,26.0
1304,24.0,24.5,25.0
1305,26.5,26.0,25.0
1306,24.0,26.5,26.0
1307,26.5,25.0,25.0
1308,26.5,26.5,24.5
1309,26.5,26.0,25.5
1310,25.0,26.0,25.5
1311,26.5,25.0,25.0
1312,26.5,24.5,24.0
1313,26.0,26.5,25.0
1314,25.5,26.5,26.0
1315,25.5,26.0,26.0
1316,26.0,25.0,26.0
1317,25.5,24.0,24.0
1318,24.0,26.5,26.5
1319,26.5,25.0,26.5
1320,26.0,26.5,25.5
1321,24.0,26.5,26.5
1322,25.0,25.5,24.0
1323,26.0,26.0,25.5
1324,24.5,26.0,24.5
1325,25.0,26.5,24.5
1326,26.0,24.5,25.5
1327,25.0,25.5,26.5
1328,26.0,26.5,26.5
1329,25.0,25.0,24.0
1330,24.0,25.0,25.0
1331,26.0,24.5,24.5
1332,24.0,25.0,24.5
1333,26.0,25.0,25.5
1334,26.0,24.5,26.0
1335,26.5,25.0,25.0
1336,25.5,26.5,26.5
1337,26.0,26.5,26.5
1338,26.0,24.5,24.0
1339,25.5,25.0,25.0
1340,24.5,24.5,26.5
1341,25.0,25.5,24.5
1342,25.5,24.0,26.0
1343,25.0,26.5,25.0
1344,25.5,24.5,24.0
1345,26.5,25.0,26.0
1346,26.5,26.5,24.0
1347,24.0,24.5,25.5
1348,25.0,25.5,24.5
1349,25.0,26.5,25.0
1350,25.0,26.0,26.5
1351,25.0,26.5,25.0
1352,26.5,24.5,24.0
1353,25.5,25.5,25.0
1354,24.0,24.5,26.5
1355,26.5,26.0,25.0
1356,24.0,24.5,25.0
1357,25.0,24.0,26.0
1358,25.0,25.5,25.0
1359,25.5,24.0,26.5
1360,24.0,25.5,25.5
1361,26.5,25.5,26.0
1362,24.5,24.0,26.0
1363,25.5,25.5,25.0
1364,24.5,26.0,24.5
1365,25.5,25.5,26.5
1366,24.5,26.5,24.5
1367,25.5,25.0,25.0
1368,25.0,25.5,26.0
1369,24.0,26.0,26.0
1370,25.0,26.0,25.5
1371,24.5,26.0,26.5
1372,24.5,24.0,26.0
1373,26.5,26.0,25.5
1374,26.5,25.5,24.5
1375,25.5,24.5,26.0
1376,26.5,25.0,26.0
1377,26.0,26.5,26.0
1378,26.5,26.5,25.5
1379,24.5,24.0,25.5
1380,26.0,25.5,26.0
1381,25.5,24.5,26.5
1382,25.5,26.5,26.0
1383,24.0,25.5,26.0
1384,26.5,24.5,24.5
1385,25.0,25.5,26.5
1386,25.5,26.5,25.5
1387,25.0,26.0,26.0
1388,26.5,26.5,26.5
1389,26.5,26.5,25.0
1390,26.5,25.0,26.5
1391,25.5,24.5,26.0
1392,25.5,25.0,26.5
1393,24.5,25.0,25.5
1394,24.0,26.0,24.5
1395,25.5,24.5,25.5
1396,25.0,26.5,25.5
1397,26.0,26.0,26.5
1398,25.0,25.0,25.5
1399,26.5,25.5,25.0
1400,25.0,26.0,26.5
1401,24.5,24.5,25.0
1402,24.0,25.0,24.5
1403,26.5,24.5,25.0
1404,24.5,24.5,24.0
1405,24.5,25.0,25.5
1406,26.5,25.5,24.5
1407,24.0,24.5,26.0
1408,24.0,24.0,25.0
1409,26.0,26.5,24.0
1410,25.5,26.5,24.0
1411,24.5,24.5,24.0
1412,26.5,25.5,25.0
1413,26.5,25.0,26.5
1414,26.0,25.5,24.0
1415,24.5,26.0,24.5
1416,24.0,26.0,26.0
1417,24.5,25.0,25.0
1418,24.5,25.5,26.5
1419,24.5,25.0,26.5
1420,26.5,24.0,24.5
1421,25.0,25.0,26.0
1422,26.0,25.5,25.5
1423,24.0,26.0,25.0
1424,26.0,25.0,26.5
1425,25.5,25.5,25.5
1426,25.0,26.0,26.0
1427,25.5,26.0,24.5
1428,25.0,26.0,26.5
1429,26.0,25.5,26.0
1430,26.0,26.5,24.0
1431,26.5,25.0,24.5
1432,26.0,26.5,24.5
1433,24.0,24.5,25.5
1434,26.5,26.5,24.5
1435,24.5,24.0,25.0
1436,25.5,24.5,24.5
1437,25.5,25.0,24.5
1438,24.0,26.0,26.0
1439,24.5,24.5,25.5
1440,26.0,25.5,24.5
1441,25.5,25.0,25.5
1442,26.5,26.5,26.5
1443,24.5,24.0,25.5
1444,26.5,25.5,26.5
1445,26.0,25.0,26.0
1446,26.5,26.5,25.5
1447,24.0,24.5,24.0
1448,24.5,24.0,26.0
1449,24.5,25.5,26.5
1450,26.5,25.5,24.5
1451,26.0,25.0,26.5
1452,26.5,25.0,26.5
1453,24.0,25.0,25.5
1454,24.5,26.5,26.0
1455,24.5,24.0,25.5
1456,25.5,25.0,25.0
1457,24.0,26.5,25.5
1458,26.5,24.5,25.5
1459,25.0,24.5,25.5
1460,24.5,26.0,26.5
1461,25.5,24.0,26.5
1462,24.0,25.0,24.0
1463,24.0,25.0,24.0
1464,26.5,25.5,24.0
1465,24.0,26.0,24.5
1466,25.0,26.5,25.0
1467,26.0,26.0,25.0
1468,26.5,26.0,25.5
1469,25.5,26.5,26.5
1470,24.5,26.5,24.0
1471,24.0,26.0,25.0
1472,26.0,26.0,26.5
1473,25.5,26.0,25.5
1474,24.5,24.5,25.5
1475,26.5,24.5,26.0
1476,25.5,26.0,25.0
1477,25.5,26.0,26.0
1478,26.5,25.0,24.5
1479,25.0,26.0,25.0
1480,24.0,26.0,26.5
1481,26.5,25.0,26.0
1482,26.5,24.5,25.0
1483,24.0,26.0,26.5
1484,26.5,24.0,24.5
1485,25.0,26.5,24.0
1486,25.5,26.0,26.5
1487,26.5,26.5,24.0
1488,26.0,25.5,25.5
1489,25.0,24.5,25.5
1490,26.5,26.0,26.0
1491,26.5,24.5,26.0
1492,25.0,25.0,25.5
1493,26.0,26.5,25.5
1494,25.5,25.5,26.0
1495,24.5,25.0,24.5
1496,25.5,25.0,24.5
1497,24.5,24.5,25.0
1498,25.5,25.5,25.0
1499,25.5,25.0,25.0
1500,26.5,25.0,26.0
1501,24.5,24.0,24.0
1502,24.0,26.0,26.0
1503,26.5,26.0,24.0
1504,25.5,26.5,24.5
1505,24.5,24.5,24.5
1506,25.5,25.5,24.5
1507,25.0,25.0,26.0
1508,25.5,26.5,24.0
1509,25.0,26.5,25.5
1510,25.5,24.0,25.0
1511,25.5,25.0,26.0
1512,24.5,25.0,25.0
1513,24.5,24.0,26.5
1514,26.0,25.0,24.5
1515,24.5,25.5,24.5
1516,26.5,26.0,25.0
1517,26.0,26.0,25.5
1518,26.5,25.5,24.5
1519,24.0,26.0,24.5
1520,25.0,26.0,25.0
1521,25.0,24.0,24.0
1522,24.0,25.5,25.0
1523,26.5,26.5,26.0
1524,25.0,26.0,26.5
1525,25.5,25.5,24.5
1526,26.5,24.0,26.5
1527,24.0,24.0,26.0
1528,26.5,26.0,26.0
1529,26.5,24.5,25.5
1530,26.5,24.0,24.0
1531,25.5,25.0,25.0
1532,26.0,25.0,25.5
1533,24.5,24.5,25.5
1534,25.0,26.5,26.5
1535,26.5,25.5,25.0
1536,24.5,24.5,24.0
1537,25.0,25.0,25.5
1538,26.5,24.0,26.0
1539,25.0,25.5,26.5
1540,25.0,25.0,25.5
1541,24.0,24.5,24.5
1542,26.0,26.5,25.0
1543,25.5,26.0,24.5
1544,24.0,26.0,26.5
1545,25.0,24.0,26.0
1546,25.0,26.0,25.0
1547,26.0,26.5,26.0
1548,26.0,26.5,25.0
1549,24.5,26.0,24.0
1550,25.5,24.5,26.0
1551,26.5,26.0,25.5
1552,24.5,25.5,26.0
1553,24.5,26.0,26.5
1554,24.0,24.0,26.5
1555,24.5,26.5,26.5
1556,25.5,26.5,26.0
1557,26.0,26.0,26.0
1558,26.0,24.5,25.0
1559,25.5,26.0,25.0
1560,25.0,26.0,24.0
1561,26.0,26.0,24.0
1562,24.0,26.5,25.5
1563,24.5,24.5,26.5
1564,25.0,25.5,25.5
1565,24.5,24.5,24.5
1566,25.0,26.5,26.5
1567,24.5,24.5,25.0
1568,24.5,26.5,25.5
1569,26.0,24.0,25.0
1570,24.5,24.5,24.0
1571,24.5,25.0,25.5
1572,24.5,24.0,26.5
1573,25.5,26.5,25.0
1574,24.0,26.0,24.5
1575,24.5,26.0,25.5
1576,26.0,25.5,26.5
1577,24.0,25.5,25.0
1578,25.5,24.0,26.0
1579,25.0,26.5,25.0
1580,26.0,24.5,24.5
1581,24.5,24.0,24.5
1582,26.5,26.5,25.0
1583,25.0,26.0,24.5
1584,24.0,26.0,26.5
1585,25.0,24.0,25.0
1586,24.5,24.0,25.0
1587,25.0,24.5,26.5
1588,24.0,25.0,24.0
1589,24.5,24.5,25.0
1590,25.5,24.0,25.0
1591,25.0,26.5,24.0
1592,25.0,25.0,25.5
1593,26.0,24.5,24.5
1594,24.5,25.0,26.0
1595,24.5,26.5,26.0
1596,26.0,26.5,26.0
1597,26.5,26.0,26.0
1598,24.0,25.5,25.5
1599,26.0,26.0,24.5
1600,26.0,25.0,24.0
1601,25.5,26.0,25.0
1602,25.0,26.0,26.5
1603,26.0,25.0,24.0
1604,25.5,26.5,25.5
1605,25.0,25.5,25.0
1606,25.0,26.0,24.0
1607,25.5,25.5,26.5
1608,26.5,24.0,24.0
1609,26.5,24.0,26.5
1610,26.0,26.5,25.0
1611,26.0,25.0,24.0
1612,26.0,24.5,24.5
1613,25.0,26.0,26.5
1614,25.5,25.0,26.5
1615,24.0,24.5,24.5
1616,25.5,25.5,24.0
1617,24.0,24.5,25.5
1618,25.5,26.0,25.0
1619,24.0,24.5,25.5
1620,26.5,24.0,25.0
1621,24.0,24.0,25.5
1622,24.0,25.0,24.5
1623,25.0,25.0,24.0
1624,24.0,24.5,24.5
1625,26.0,25.5,26.5
1626,25.0,26.0,24.5
1627,26.5,25.0,25.5
1628,26.0,26.0,24.5
1629,26.0,25.5,24.0
1630,26.5,24.5,25.5
1631,24.5,25.5,25.0
1632,24.0,24.5,26.5
1633,26.0,25.0,25.5
1634,24.0,26.0,26.5
1635,25.0,25.0,24.5
1636,26.5,25.0,26.0
1637,24.5,26.0,25.0
1638,26.5,26.0,26.0
1639,26.0,26.5,26.0
1640,26.5,24.5,24.0
1641,24.0,26.0,25.5
1642,25.0,26.5,24.5
1643,26.0,25.5,26.0
1644,25.5,25.0,26.0
1645,24.0,26.0,26.0
1646,26.5,25.5,24.5
1647,24.0,26.0,25.5
1648,24.5,25.0,24.0
1649,25.0,24.0,25.0
1650,24.5,26.5,26.5
1651,26.5,25.0,25.5
1652,26.0,26.0,26.0
1653,26.5,26.0,24.5
1654,25.5,26.0,24.0
1655,26.5,26.0,24.0
1656,24.0,24.5,25.0
1657,25.5,26.5,25.0
1658,24.5,24.5,24.5
1659,24.0,26.5,26.5
1660,25.0,25.5,24.0
1661,26.0,24.5,25.0
1662,26.0,24.0,26.0
1663,24.5,25.5,24.5
1664,25.0,25.0,24.0
1665,24.0,25.0,24.5
1666,24.0,24.5,26.5
1667,25.0,25.0,26.0
1668,26.0,25.5,26.5
1669,25.5,24.5,26.5
1670,24.5,25.0,24.0
1671,24.0,26.0,26.5
1672,24.0,24.0,24.0
1673,24.5,26.0,26.0
1674,24.0,24.0,25.5
1675,26.0,25.5,25.0
1676,26.5,26.5,24.0
1677,24.5,25.5,26.0
1678,26.5,26.0,26.0
1679,24.5,25.0,25.5
1680,25.0,25.5,26.5
1681,24.0,25.0,25.0
1682,24.5,24.5,25.0
1683,25.0,26.0,24.0
1684,25.0,26.5,26.0
1685,24.5,25.0,25.0
1686,24.0,26.0,26.5
1687,25.0,24.0,24.0
1688,26.5,24.5,26.0
1689,26.5,26.0,24.0
1690,26.5,26.5,25.5
1691,25.0,25.5,24.5
1692,25.5,26.0,24.0
1693,24.0,24.5,24.0
1694,25.0,26.0,24.0
1695,24.5,24.0,24.5
1696,24.5,25.5,25.0
1697,25.0,24.5,25.5
1698,25.5,26.5,24.5
1699,26.0,26.5,26.0
1700,25.5,25.5,26.5
1701,26.0,26.0,24.5
1702,26.5,26.0,24.0
1703,25.5,25.0,26.5
1704,24.0,25.0,26.5
1705,26.0,26.0,24.5
1706,24.5,26.5,25.0
1707,25.5,25.5,24.5
1708,24.5,24.0,24.0
1709,25.5,24.5,25.5
1710,24.5,24.5,25.5
1711,26.0,26.5,26.5
1712,24.5,26.0,24.0
1713,24.5,26.0,26.5
1714,25.0,25.5,24.5
1715,26.0,25.5,24.0
1716,25.5,24.5,26.5
1717,24.0,24.0,25.0
1718,26.0,26.0,25.0
1719,24.5,25.5,25.0
1720,25.0,25.0,26.5
1721,24.5,25.0,26.0
1722,26.5,26.0,25.5
1723,25.5,26.0,25.5
1724,26.0,26.0,24.0
1725,26.0,26.5,26.5
1726,26.5,26.5,24.0
1727,24.5,25.5,24.5
1728,26.5,26.5,24.0
1729,25.5,26.5,24.0
1730,25.0,25.5,26.5
1731,26.0,26.5,25.5
1732,26.5,26.0,25.0
1733,24.0,25.0,24.5
1734,26.0,26.0,24.5
1735,24.5,25.5,24.0
1736,26.5,24.5,25.0
1737,24.0,25.5,26.0
1738,24.0,25.0,25.0
1739,25.5,26.0,26.0
1740,24.5,25.5,26.0
1741,26.5,26.0,25.5
1742,25.5,26.0,26.5
1743,25.0,24.0,24.0
1744,24.0,26.0,26.5
1745,24.5,24.5,26.0
1746,26.0,26.5,26.5
1747,26.0,25.5,24.5
1748,26.5,26.0,26.0
1749,25.5,26.0,25.0
1750,24.0,25.5,25.5
1751,26.5,25.5,26.0
1752,25.5,25.5,26.5
1753,25.0,24.5,25.5
1754,24.0,24.0,26.0
1755,26.5,26.0,25.0
1756,24.5,25.0,24.0
1757,26.0,25.5,25.5
1758,25.0,26.5,25.0
1759,25.0,25.5,25.0
1760,25.5,24.5,25.0
1761,25.0,25.5,26.5
1762,25.5,24.5,26.5
1763,25.5,24.5,26.5
1764,24.5,26.5,25.5
1765,26.0,26.0,25.0
1766,24.5,26.5,24.0
1767,24.5,24.0,26.5
1768,26.0,25.0,24.5
1769,25.0,24.0,25.5
1770,24.0,24.0,25.0
1771,26.0,25.5,25.5
1772,25.5,24.0,26.0
1773,25.0,24.5,26.0
1774,24.5,24.5,24.0
1775,26.0,26.5,24.0
1776,25.5,24.0,26.0
1777,24.0,24.5,25.0
1778,25.0,24.5,25.5
1779,24.5,25.0,26.0
1780,26.0,26.0,26.5
1781,24.5,26.5,24.5
1782,25.5,26.0,26.5
1783,26.0,25.0,26.5
1784,25.5,25.5,25.0
1785,26.0,26.5,24.0
1786,26.5,26.0,25.0
1787,25.5,26.0,25.5
1788,24.5,24.5,24.0
1789,25.5,26.5,26.5
1790,26.0,26.0,25.5
1791,25.0,24.0,25.5
1792,26.5,24.5,25.5
1793,25.0,24.0,26.0
1794,26.5,25.5,26.0
1795,26.5,26.5,25.0
1796,24.5,24.5,24.0
1797,25.5,25.5,26.0
1798,25.5,26.5,24.5
1799,25.0,25.0,25.5
1800,26.5,25.5,25.0
1801,24.0,26.0,24.5
1802,26.5,25.0,24.0
1803,26.5,24.0,24.0
1804,26.5,26.5,24.0
1805,26.0,24.5,26.0
1806,26.5,26.5,26.0
1807,26.5,26.5,24.5
1808,25.5,26.5,25.5
1809,26.5,24.5,24.0
1810,26.5,24.5,24.0
1811,24.5,26.0,25.0
1812,26.5,26.5,25.5
1813,24.5,25.0,25.0
1814,25.5,24.0,26.0
1815,26.5,26.0,25.5
1816,26.0,24.5,24.0
1817,26.0,24.0,25.0
1818,24.0,26.5,26.5
1819,24.5,26.5,25.0
1820,26.5,24.0,24.0
1821,26.5,26.0,24.5
1822,26.0,24.5,25.0
1823,25.0,25.0,24.0
1824,26.5,24.0,25.5
1825,24.0,25.0,24.0
1826,25.0,25.5,25.0
1827,26.5,25.5,24.0
1828,26.5,25.0,26.5
1829,24.0,25.0,26.0
1830,24.0,24.5,26.0
1831,24.5,25.5,26.5
1832,24.0,24.5,25.0
1833,24.0,25.0,26.0
1834,26.0,24.0,24.0
1835,25.5,25.0,24.5
1836,24.5,25.0,26.0
1837,25.5,26.5,26.0
1838,25.5,26.5,26.0
1839,24.5,25.0,24.5
1840,24.5,26.0,24.0
1841,25.0,24.0,25.5
1842,24.0,25.5,25.5
1843,26.0,25.0,25.5
1844,24.5,25.5,26.5
1845,24.0,26.0,26.5
1846,25.5,25.5,26.0
1847,25.0,26.5,26.0
1848,25.0,26.0,26.0
1849,26.5,26.0,25.5
1850,24.0,26.0,24.5
1851,26.0,24.5,24.0
1852,24.0,24.5,24.0
1853,25.5,25.5,26.5
1854,24.5,25.0,26.0
1855,24.0,25.0,25.0
1856,25.0,25.5,24.0
1857,24.0,26.5,24.0
1858,24.5,26.5,25.5
1859,25.0,25.0,24.5
1860,24.0,26.0,26.0
1861,25.5,25.5,25.5
1862,25.5,26.5,24.0
1863,26.0,26.5,24.0
1864,26.0,26.0,24.5
1865,26.5,25.0,26.0
1866,26.5,26.0,24.0
1867,26.5,24.5,25.5
1868,26.0,26.0,26.5
1869,26.0,24.0,24.5
1870,26.0,26.5,24.0
1871,25.5,26.0,25.0
1872,25.0,25.5,24.5
1873,26.0,26.5,25.5
1874,25.5,25.5,25.0
1875,24.0,26.5,26.0
1876,25.0,25.0,26.0
1877,26.5,24.5,26.5
1878,26.5,24.5,24.0
1879,25.0,25.5,25.5
1880,25.5,25.5,24.0
1881,25.0,26.5,25.0
1882,26.5,24.5,25.0
1883,26.0,26.0,25.5
1884,26.5,25.5,26.0
1885,26.5,25.0,26.0
1886,25.5,24.0,24.5
1887,26.5,24.0,24.0
1888,26.0,25.0,24.5
1889,26.5,25.5,25.5
1890,24.5,24.0,26.5
1891,25.5,25.5,26.0
1892,26.5,26.5,26.5
1893,25.0,24.0,25.5
1894,26.0,24.0,25.0
1895,25.5,25.5,25.0
1896,24.5,25.5,25.5
1897,25.5,26.5,25.5
1898,25.0,26.5,26.0
1899,25.0,26.5,24.5
1900,25.5,24.5,26.0
1901,26.0,25.5,26.0
1902,25.0,25.5,25.5
1903,26.0,25.5,25.0
1904,26.0,26.5,26.0
1905,25.0,26.5,26.5
1906,25.0,26.0,24.0
1907,26.5,24.0,25.0
1908,25.5,25.0,26.0
1909,26.5,25.0,24.5
1910,24.0,26.5,24.5
1911,26.0,25.5,25.5
1912,26.5,25.5,26.0
1913,24.0,25.5,24.5
1914,26.5,25.5,26.0
1915,26.5,26.5,25.5
1916,26.0,25.5,26.5
1917,26.0,26.5,25.0
1918,24.0,24.0,26.5
1919,26.0,25.0,26.5
1920,26.0,25.5,24.0
1921,25.5,26.5,26.0
1922,26.5,24.5,25.5
1923,24.0,25.5,24.5
1924,25.5,26.0,24.5
1925,24.0,25.5,24.0
1926,26.5,26.0,26.5
1927,25.5,24.0,26.5
