1,2,3,4,5,6,7,8,9,10,11
1,13,304,0,9.5,164.3,64.43,190.2624096,222.7937178,64.43,67
1,13,305,0,9.6,26,15.6,15.6,15.6,15.6,67
1,13,306,0,9.3,0,0,0,0,0,68
1,13,307,0,8.6,0,0,0,0,0,70
1,13,308,0,7.8,0,0,0,0,0,72
1,13,309,0,7,0,0,0,0,0,74
1,13,310,0,6.3,0,0,0,0,0,78
1,13,311,0,5.7,0,0,0,0,0,81
1,14,312,0,5.1,0,0,0,0,0,84
1,14,313,0,4.4,0,0,0,0,0,88
1,14,314,0,3.7,0,0,0,0,0,92
1,14,315,0,2.9,0,0,0,0,0,95
1,14,316,0,2.1,0,0,0,0,0,98
1,14,317,0,1.5,0,0,0,0,0,100
1,14,318,0,1,0,0,0,0,0,100
1,14,319,0,0.8,0,0,0,0,0,100
1,14,320,0,1.5,62.09,139.3470936,91.96243267,27.709,27.709,99
1,14,321,0,2.6,170.38,204.1728802,178.7574867,72.538,72.538,94
1,14,322,0,3.9,282.67,238.5952187,262.6981124,117.767,117.767,88
1,14,323,0,5.2,192,115.2,115.2,115.2,115.2,81
1,14,324,0,6.7,431.09,204.6889384,373.5582704,174.609,174.609,74
1,14,325,0,8.2,437.78,174.778,383.1081379,210.0299222,174.778,68
1,14,326,0,9.8,191,114.6,114.6,114.6,114.6,64
1,14,327,0,10.9,313.55,119.355,313.4794027,285.2856988,119.355,62
1,14,328,0,10.8,216.45,75.645,273.6682549,325.9890946,75.645,63
1,14,329,0,10.4,33,19.8,19.8,19.8,19.8,64
1,14,330,0,9.9,0,0,0,0,0,67
1,14,331,0,9.3,0,0,0,0,0,70
1,14,332,0,8.9,0,0,0,0,0,73
1,14,333,0,8.6,0,0,0,0,0,75
1,14,334,0,8.4,0,0,0,0,0,76
1,14,335,0,8.3,0,0,0,0,0,77
1,15,336,0,8.2,0,0,0,0,0,78
1,15,337,0,7.9,0,0,0,0,0,78
1,15,338,0,7.5,0,0,0,0,0,80
1,15,339,0,6.9,0,0,0,0,0,82
1,15,340,0,6.1,0,0,0,0,0,85
1,15,341,0,5.4,0,0,0,0,0,87
1,15,342,0,4.9,0,0,0,0,0,90
1,15,343,0,4.7,0,0,0,0,0,91
1,15,344,0,5.1,22,13.2,13.2,13.2,13.2,91
1,15,345,0,5.7,58,34.8,34.8,34.8,34.8,90
1,15,346,0,6.3,93,55.8,55.8,55.8,55.8,87
1,15,347,0,6.8,121,72.6,72.6,72.6,72.6,84
1,15,348,0,7.4,136,81.6,81.6,81.6,81.6,81
1,15,349,0,7.9,136,81.6,81.6,81.6,81.6,77
1,15,350,0,8.4,120,72,72,72,72,75
1,15,351,0,8.8,91,54.6,54.6,54.6,54.6,73
1,15,352,0,9.2,56,33.6,33.6,33.6,33.6,73
1,15,353,0,9.3,21,12.6,12.6,12.6,12.6,73
1,15,354,0,9.3,0,0,0,0,0,73
1,15,355,0,9.2,0,0,0,0,0,74
1,15,356,0,9.2,0,0,0,0,0,76
1,15,357,0,9.3,0,0,0,0,0,77
1,15,358,0,9.3,0,0,0,0,0,79
1,15,359,0,9.2,0,0,0,0,0,81
1,16,360,0,9,0,0,0,0,0,82
1,16,361,0,8.9,0,0,0,0,0,84
1,16,362,0,8.8,0,0,0,0,0,86
1,16,363,0,8.8,0,0,0,0,0,88
1,16,364,0,8.7,0,0,0,0,0,89
1,16,365,0,8.6,0,0,0,0,0,91
